GeneID	GCWZC	GCWZG	GCWZH	GCWZN	GCWZO	GCWZP	GCWZS	GCWZT	GCWZU	GCWZW	GCWZX
gene_1	0	0	0	0	0	0	0	0	0	0	0
gene_10	0	0	0	0	0	0	0	0	0	0	0
gene_100	0	0	0	45	29	56	43	61	79	37	105
gene_1000	0	0	0	169	134	76	63	67	69	42	172
gene_10000	0	0	0	16	10	7	3	4	10	2	12
gene_10001	0	0	0	1	0	1	0	1	0	0	5
gene_10002	0	0	0	2	3	1	1	2	3	1	7
gene_10003	0	0	0	2	3	2	1	2	2	2	2
gene_10004	0	0	0	280	171	52	34	59	57	35	145
gene_10005	0	0	0	6	11	11	5	6	6	6	18
gene_10006	0	0	0	37	33	18	23	23	32	13	48
gene_10007	0	0	0	0	0	0	1	1	0	0	0
gene_10008	0	0	0	178	116	48	43	51	76	46	113
gene_10009	0	0	0	1	3	1	2	2	1	0	1
gene_1001	0	0	0	7	12	1	2	5	4	2	5
gene_10010	0	0	0	4	1	0	0	0	0	0	1
gene_10011	0	0	0	22	19	15	13	8	4	5	13
gene_10012	0	0	0	2	0	6	1	1	1	0	10
gene_10013	0	0	0	7	8	3	1	5	7	4	22
gene_10014	0	0	0	14	10	14	13	22	22	7	39
gene_10015	0	0	0	5	0	0	1	2	1	1	6
gene_10016	0	0	0	38	30	8	8	13	7	5	15
gene_10017	0	0	0	0	0	0	0	0	0	0	0
gene_10018	0	0	0	0	0	0	0	0	0	0	0
gene_10019	0	0	0	0	0	1	3	0	0	1	0
gene_1002	0	0	0	24	12	1	8	7	5	3	10
gene_10020	0	0	0	0	0	0	0	0	0	0	1
gene_10021	0	0	0	0	0	0	0	0	0	0	0
gene_10022	0	0	0	0	0	0	0	0	0	0	0
gene_10023	0	0	0	0	0	0	0	0	0	0	0
gene_10024	0	0	0	16	20	2	2	2	4	3	18
gene_10025	0	0	0	3	2	0	1	3	1	1	1
gene_10026	0	0	0	30	26	8	4	8	7	3	18
gene_10027	0	0	0	1	3	0	0	2	0	0	1
gene_10028	0	0	0	44	22	16	12	15	18	13	29
gene_10029	0	0	0	56	28	10	10	9	12	6	21
gene_1003	0	0	0	13	11	9	3	6	4	3	6
gene_10030	0	0	0	8	5	0	2	3	1	0	5
gene_10031	0	0	0	0	0	0	0	0	0	0	0
gene_10032	0	0	0	9	4	4	1	3	1	1	1
gene_10033	0	0	0	0	0	0	0	0	0	0	0
gene_10034	0	0	0	1	0	0	0	0	0	0	0
gene_10035	0	0	0	4	2	1	0	1	2	2	5
gene_10036	0	0	0	174	85	38	29	61	40	18	105
gene_10037	0	0	0	22	11	3	1	4	1	0	5
gene_10038	0	0	0	35	28	17	16	18	16	16	29
gene_10039	0	0	0	116	95	27	27	26	35	17	103
gene_1004	0	0	0	42	32	22	17	20	32	13	41
gene_10040	0	0	0	5	0	1	0	0	0	2	0
gene_10041	0	0	0	0	3	0	0	0	1	0	1
gene_10042	0	0	0	1	0	0	0	0	0	0	0
gene_10043	0	0	0	0	0	0	0	0	0	0	0
gene_10044	0	0	0	3	1	0	0	2	1	1	1
gene_10045	0	0	0	400	229	114	71	118	290	128	373
gene_10046	0	0	0	23	29	4	2	4	3	2	12
gene_10047	0	0	0	0	1	0	0	0	0	0	0
gene_10048	0	0	0	62	41	8	6	17	15	6	33
gene_10049	0	0	0	0	0	1	0	0	0	0	1
gene_1005	0	0	0	43	28	14	6	5	16	15	22
gene_10050	0	0	0	105	124	107	183	153	230	151	166
gene_10051	0	0	0	4	1	0	2	0	0	0	1
gene_10052	0	0	0	17	7	7	7	9	30	7	12
gene_10053	0	0	0	10	5	4	2	3	6	2	6
gene_10054	0	0	0	0	0	0	0	0	0	0	0
gene_10055	0	0	0	2	1	1	0	0	0	0	0
gene_10056	0	0	0	7	4	14	12	9	11	6	11
gene_10057	0	0	0	49	64	16	9	9	12	11	30
gene_10058	0	0	0	43	23	4	4	11	17	5	14
gene_10059	0	0	0	1	0	0	0	0	0	0	0
gene_1006	0	0	0	34	31	10	10	14	11	5	21
gene_10060	0	0	0	34	44	18	10	17	30	7	28
gene_10061	0	0	0	12	9	2	2	6	8	1	18
gene_10062	0	0	0	236	134	53	40	59	63	44	155
gene_10063	0	0	0	1	0	0	0	0	0	0	0
gene_10064	0	0	0	0	2	1	1	0	2	0	2
gene_10065	0	0	0	248	168	72	47	62	94	46	160
gene_10066	0	0	0	3	2	1	1	3	1	2	1
gene_10067	0	0	0	2	1	0	0	0	1	0	3
gene_10068	0	0	0	54	35	22	12	26	37	19	35
gene_10069	0	0	0	14	18	7	3	8	5	8	6
gene_1007	0	0	0	21	17	9	7	6	23	5	30
gene_10070	0	0	0	3	3	2	0	0	0	0	0
gene_10071	0	0	0	17	9	12	9	12	13	6	19
gene_10072	0	0	0	172	100	42	25	43	41	17	88
gene_10073	0	0	0	7	6	2	0	3	1	0	3
gene_10074	0	0	0	0	0	0	0	0	0	0	0
gene_10075	0	0	0	264	202	67	68	75	120	62	170
gene_10076	0	0	0	270	163	63	50	71	82	52	143
gene_10077	0	0	0	71	51	8	12	13	15	4	27
gene_10078	0	0	0	18	13	9	4	6	11	3	12
gene_10079	0	0	0	14	19	3	4	6	2	0	11
gene_1008	0	0	0	0	0	0	0	0	0	2	1
gene_10080	0	0	0	0	0	0	0	0	0	0	0
gene_10081	0	0	0	7	10	6	2	6	5	1	11
gene_10082	0	0	0	27	26	48	24	28	14	25	28
gene_10083	0	0	0	133	64	51	21	57	51	17	132
gene_10084	0	0	0	0	0	0	0	0	0	0	0
gene_10085	0	0	0	0	1	0	0	0	0	2	3
gene_10086	0	0	0	0	0	0	0	0	0	0	0
gene_10087	0	0	0	0	0	0	0	0	0	0	0
gene_10088	0	0	0	0	0	0	0	0	0	0	0
gene_10089	0	0	0	2	4	2	3	1	1	0	2
gene_1009	0	0	0	0	3	0	0	0	0	0	0
gene_10090	0	0	0	47	32	26	24	34	40	19	46
gene_10091	0	0	0	197	144	82	82	172	113	60	323
gene_10092	0	0	0	30	30	10	5	3	9	5	33
gene_10093	0	0	0	62	53	32	20	18	38	25	55
gene_10094	0	0	0	87	58	17	24	22	13	2	57
gene_10095	0	0	0	42	15	9	5	9	8	0	17
gene_10096	0	0	0	21	20	3	5	7	4	3	14
gene_10097	0	0	0	35	13	6	3	4	14	1	14
gene_10098	0	0	0	0	0	0	0	0	0	0	0
gene_10099	0	0	0	0	0	0	0	1	0	1	1
gene_101	0	0	0	5	2	3	2	4	11	1	6
gene_1010	0	0	0	72	57	36	29	33	37	20	99
gene_10100	0	0	0	7	7	1	2	1	2	2	2
gene_10101	0	0	0	0	0	0	0	0	0	0	0
gene_10102	0	0	0	0	0	0	0	0	0	0	0
gene_10103	0	0	0	2	1	1	0	1	0	0	1
gene_10104	0	0	0	0	0	0	0	0	0	0	0
gene_10105	0	0	0	0	0	0	1	1	4	5	3
gene_10106	0	0	0	0	0	0	0	0	0	0	1
gene_10107	0	0	0	30	21	26	13	22	35	13	40
gene_10108	0	0	0	0	0	0	0	0	0	0	1
gene_10109	0	0	0	3	0	0	0	0	0	0	2
gene_1011	0	0	0	0	0	0	0	0	0	0	0
gene_10110	0	0	0	2	2	1	5	1	4	2	2
gene_10111	0	0	0	0	1	0	0	0	3	0	2
gene_10112	0	0	0	16	19	8	6	6	5	6	8
gene_10113	0	0	0	8	4	3	1	3	6	1	10
gene_10114	0	0	0	0	0	0	0	0	0	0	0
gene_10115	0	0	0	6	2	0	3	1	1	0	5
gene_10116	0	0	0	9	7	2	5	5	1	5	11
gene_10117	0	0	0	1	1	0	0	3	0	0	1
gene_10118	0	0	0	11	24	5	6	9	6	4	15
gene_10119	0	0	0	59	48	15	6	8	18	8	53
gene_1012	0	0	0	130	73	25	26	36	42	28	90
gene_10120	0	0	0	3	2	0	4	7	1	0	0
gene_10121	0	0	0	2	3	4	2	5	1	2	2
gene_10122	0	0	0	364	296	57	53	73	61	30	114
gene_10123	0	0	0	35	9	14	7	2	23	7	14
gene_10124	0	0	0	12	5	3	2	3	5	1	7
gene_10125	0	0	0	144	81	46	28	50	60	24	120
gene_10126	0	0	0	34	25	12	6	9	6	11	19
gene_10127	0	0	0	0	0	0	0	0	0	0	0
gene_10128	0	0	0	46	33	35	20	30	36	26	74
gene_10129	0	0	0	5	4	1	0	2	2	0	0
gene_1013	0	0	0	26	21	7	6	8	10	5	13
gene_10130	0	0	0	0	1	0	0	0	0	0	3
gene_10131	0	0	0	167	112	53	33	53	50	25	71
gene_10132	0	0	0	14	32	22	15	18	28	12	35
gene_10133	0	0	0	30	40	40	20	27	77	33	53
gene_10134	0	0	0	12	5	4	7	7	5	1	13
gene_10135	0	0	0	7	5	5	3	2	5	2	8
gene_10136	0	0	0	8	10	5	3	5	9	5	4
gene_10137	0	0	0	37	19	13	6	11	12	12	19
gene_10138	0	0	0	243	133	50	49	79	62	28	149
gene_10139	0	0	0	54	66	16	7	13	21	10	54
gene_1014	0	0	0	28	24	14	8	20	28	20	35
gene_10140	0	0	0	20	12	2	9	7	4	1	14
gene_10141	0	0	0	5	1	3	1	6	2	3	11
gene_10142	0	0	0	50	44	29	18	29	36	13	70
gene_10143	0	0	0	27	11	0	11	8	7	4	8
gene_10144	0	0	0	24	17	3	2	5	3	3	14
gene_10145	0	0	0	3	3	0	3	2	1	2	4
gene_10146	0	0	0	1	1	0	0	0	0	0	2
gene_10147	0	0	0	47	19	3	2	6	13	3	17
gene_10148	0	0	0	0	0	0	1	1	2	0	0
gene_10149	0	0	0	2	1	0	0	1	0	1	0
gene_1015	0	0	0	69	61	10	15	18	19	17	41
gene_10150	0	0	0	20	23	7	17	9	8	7	25
gene_10151	0	0	0	45	29	16	12	9	29	10	31
gene_10152	0	0	0	4	4	4	9	25	3	1	9
gene_10153	0	0	0	72	146	6	5	6	10	2	30
gene_10154	0	0	0	1	1	0	0	0	0	0	2
gene_10155	0	0	0	39	21	2	4	8	8	6	14
gene_10156	0	0	0	31	22	4	6	5	11	1	7
gene_10157	0	0	0	19	16	6	2	4	7	3	13
gene_10158	0	0	0	10	6	6	1	3	3	0	7
gene_10159	0	0	0	3	1	0	0	0	0	0	2
gene_1016	0	0	0	23	14	9	5	11	11	15	24
gene_10160	0	0	0	0	1	0	0	1	0	0	1
gene_10161	0	0	0	0	3	1	0	1	3	3	1
gene_10162	0	0	0	19	22	12	7	10	24	6	25
gene_10163	0	0	0	6	4	1	1	2	0	0	2
gene_10164	0	0	0	11	16	5	2	8	6	2	12
gene_10165	0	0	0	0	0	0	0	0	0	0	0
gene_10166	0	0	0	10	3	3	2	3	4	3	9
gene_10167	0	0	0	37	15	22	16	17	21	12	34
gene_10168	0	0	0	14	7	9	16	24	24	9	18
gene_10169	0	0	0	0	0	0	0	0	0	0	0
gene_1017	0	0	0	38	22	10	10	7	17	5	25
gene_10170	0	0	0	0	0	2	1	2	2	0	0
gene_10171	0	0	0	35	27	27	6	13	30	20	35
gene_10172	0	0	0	1	0	0	0	0	0	0	0
gene_10173	0	0	0	7	0	1	3	1	5	0	0
gene_10174	0	0	0	0	0	0	0	0	0	0	0
gene_10175	0	0	0	6	4	3	1	1	1	3	7
gene_10176	0	0	0	0	0	0	0	0	0	0	0
gene_10177	0	0	0	0	0	0	0	0	0	0	0
gene_10178	0	0	0	0	0	0	0	0	0	0	0
gene_10179	0	0	0	0	0	0	0	0	0	0	0
gene_1018	0	0	0	10	6	6	2	13	8	3	11
gene_10180	0	0	0	0	0	0	0	0	0	0	0
gene_10181	0	0	0	0	0	0	0	0	0	0	0
gene_10182	0	0	0	0	0	0	0	0	0	0	0
gene_10183	0	0	0	0	0	0	0	0	0	0	0
gene_10184	0	0	0	63	27	6	8	6	3	4	7
gene_10185	0	0	0	0	0	0	0	0	0	0	0
gene_10186	0	0	0	0	0	0	0	0	0	0	0
gene_10187	0	0	0	10	2	5	2	5	8	4	18
gene_10188	0	0	0	0	0	0	0	0	0	0	1
gene_10189	0	0	0	0	1	0	0	0	0	0	0
gene_1019	0	0	0	19	5	9	4	5	7	2	13
gene_10190	0	0	0	0	0	0	0	0	0	0	0
gene_10191	0	0	0	0	0	0	0	0	0	0	0
gene_10192	0	0	0	0	0	0	0	0	0	0	0
gene_10193	0	0	0	0	0	0	0	0	0	0	0
gene_10194	0	0	0	0	0	0	0	1	0	0	0
gene_10195	0	0	0	0	0	0	0	0	0	0	0
gene_10196	0	0	0	0	0	0	0	0	0	0	0
gene_10197	0	0	0	0	0	0	0	0	0	0	0
gene_10198	0	0	0	0	0	0	0	0	0	0	0
gene_10199	0	0	0	0	0	0	0	0	0	0	0
gene_102	0	0	0	0	0	0	0	0	0	0	0
gene_1020	0	0	0	5	5	0	0	1	0	0	3
gene_10200	0	0	0	0	0	0	0	0	0	0	0
gene_10201	0	0	0	0	0	0	0	0	0	0	0
gene_10202	0	0	0	0	0	0	0	0	0	0	0
gene_10203	0	0	0	0	0	0	0	0	0	0	0
gene_10204	0	0	0	0	0	0	0	0	0	0	0
gene_10205	0	0	0	0	0	0	0	0	0	0	0
gene_10206	0	0	0	0	0	0	0	0	0	0	0
gene_10207	0	0	0	0	0	0	0	0	0	0	0
gene_10208	0	0	0	0	1	0	0	0	0	0	1
gene_10209	0	0	0	788	581	581	716	706	541	359	1311
gene_1021	0	0	0	0	0	0	0	0	0	0	0
gene_10210	0	0	0	0	0	0	0	0	0	0	0
gene_10211	0	0	0	0	0	0	0	0	0	0	0
gene_10212	0	0	0	0	0	0	0	0	0	0	0
gene_10213	0	0	0	0	0	0	0	0	0	0	0
gene_10214	0	0	0	0	0	0	0	0	0	0	0
gene_10215	0	0	0	0	0	0	0	0	0	0	0
gene_10216	0	0	0	0	0	0	0	0	0	0	0
gene_10217	0	0	0	0	0	0	0	0	0	0	0
gene_10218	0	0	0	0	0	0	0	0	0	0	0
gene_10219	0	0	0	0	0	0	0	0	0	0	0
gene_1022	0	0	0	8	4	2	2	4	2	1	7
gene_10220	0	0	0	0	0	0	0	0	0	0	0
gene_10221	0	0	0	0	0	0	0	0	0	0	0
gene_10222	0	0	0	0	0	0	0	0	0	0	0
gene_10223	0	0	0	0	0	0	0	0	0	0	1
gene_10224	0	0	0	0	0	0	0	0	0	0	0
gene_10225	0	0	0	0	0	0	0	0	0	0	0
gene_10226	0	0	0	0	2	3	0	1	2	1	6
gene_10227	0	0	0	0	0	1	0	0	0	0	0
gene_10228	0	0	0	0	0	0	0	0	0	0	0
gene_10229	0	0	0	0	0	0	0	0	0	0	0
gene_1023	0	0	0	0	0	0	0	0	0	0	0
gene_10230	0	0	0	8	4	2	3	1	0	1	7
gene_10231	0	0	0	0	0	0	0	0	0	0	0
gene_10232	0	0	0	2	0	1	0	1	0	0	0
gene_10233	0	0	0	0	0	0	0	0	0	0	0
gene_1024	0	1	0	307	179	95	51	70	133	53	258
gene_1025	0	0	0	144	105	67	54	97	144	44	198
gene_1026	0	0	0	0	2	0	0	0	0	0	0
gene_1027	0	0	0	20	32	4	3	18	18	9	35
gene_1028	0	0	0	200	104	91	48	75	111	50	210
gene_1029	0	0	0	2	0	0	0	0	1	0	1
gene_103	0	0	0	0	0	0	0	0	0	0	0
gene_1030	0	0	0	71	66	17	12	17	23	14	36
gene_1031	0	0	0	80	49	109	118	114	106	55	179
gene_1032	0	0	0	15	13	10	7	10	14	7	9
gene_1033	0	0	0	0	0	0	0	0	0	0	1
gene_1034	0	0	0	23	35	16	8	12	13	13	39
gene_1035	0	0	0	280	293	109	58	84	163	79	206
gene_1036	0	0	0	34	24	10	7	6	12	5	22
gene_1037	0	0	0	420	305	104	100	106	178	85	258
gene_1038	0	0	0	74	40	13	11	17	19	11	39
gene_1039	0	0	0	31	14	6	8	17	18	8	39
gene_104	0	0	0	0	2	0	0	0	0	0	0
gene_1040	0	0	0	96	85	66	55	65	66	73	143
gene_1041	0	0	0	75	56	21	20	30	32	17	59
gene_1042	0	0	0	29	24	6	7	12	10	5	20
gene_1043	0	0	0	42	35	12	7	15	8	6	23
gene_1044	0	0	0	212	153	68	62	94	89	48	232
gene_1045	0	0	0	18	13	13	7	6	15	6	30
gene_1046	0	0	0	3	1	0	1	0	0	0	1
gene_1047	0	0	0	0	0	0	0	0	0	0	0
gene_1048	0	0	0	5	1	5	3	2	3	5	8
gene_1049	0	0	0	27	22	4	6	8	7	0	16
gene_105	0	0	0	15	13	1	3	4	3	5	10
gene_1050	0	0	0	19	9	7	7	6	7	3	24
gene_1051	0	0	0	7	7	4	2	4	4	2	8
gene_1052	0	0	0	14	13	2	3	7	2	2	18
gene_1053	0	0	0	40	36	9	14	25	29	10	33
gene_1054	0	0	0	21	16	6	15	18	14	9	26
gene_1055	0	0	0	6	2	5	1	8	8	6	23
gene_1056	0	0	0	23	15	8	3	8	14	7	13
gene_1057	0	0	0	0	1	2	0	0	1	0	1
gene_1058	0	0	0	24	29	5	6	1	4	2	5
gene_1059	0	0	0	279	267	84	59	102	114	60	195
gene_106	0	0	0	13	15	12	1	5	10	0	14
gene_1060	0	0	0	139	120	25	19	28	39	23	65
gene_1061	0	0	0	11	7	0	4	3	1	0	5
gene_1062	0	0	0	3	8	5	0	3	3	1	4
gene_1063	0	0	0	11	8	0	2	6	7	2	13
gene_1064	0	0	0	18	4	1	2	4	3	2	15
gene_1065	0	0	0	46	35	10	16	24	28	15	38
gene_1066	0	0	0	499	278	121	101	200	135	70	169
gene_1067	0	0	0	91	71	38	31	25	51	24	82
gene_1068	0	0	0	49	47	8	5	11	13	9	36
gene_1069	0	0	0	0	0	0	0	0	0	0	0
gene_107	0	0	0	107	106	20	21	23	51	30	58
gene_1070	0	0	0	0	0	0	0	0	0	0	1
gene_1071	0	0	0	7	4	3	3	1	9	2	12
gene_1072	0	0	0	11	5	7	3	1	1	1	3
gene_1073	0	0	0	1	2	0	2	2	3	0	0
gene_1074	0	0	0	12	3	5	7	11	11	0	10
gene_1075	0	0	0	59	46	13	15	23	11	16	53
gene_1076	0	0	0	159	75	72	69	104	125	69	231
gene_1077	0	0	0	16	6	8	5	10	13	7	21
gene_1078	0	0	0	48	49	5	12	17	12	5	21
gene_1079	0	0	0	102	73	12	25	33	34	15	66
gene_108	0	0	0	39	31	16	10	12	14	14	37
gene_1080	0	0	0	43	26	29	19	36	36	18	45
gene_1081	0	0	0	1	4	0	0	0	0	1	2
gene_1082	0	0	0	18	10	3	3	4	3	4	9
gene_1083	0	0	0	0	1	0	0	1	0	0	1
gene_1084	0	0	0	78	72	19	8	9	33	5	29
gene_1085	0	0	0	25	16	7	10	12	8	7	24
gene_1086	0	0	0	17	3	6	4	2	9	3	8
gene_1087	0	0	0	6	3	1	1	0	0	1	0
gene_1088	0	0	0	75	78	20	14	13	45	16	51
gene_1089	0	0	0	21	23	2	4	2	8	4	8
gene_109	0	0	0	46	36	16	6	9	18	13	28
gene_1090	0	0	0	82	49	14	17	31	22	14	51
gene_1091	0	0	0	41	41	33	21	34	43	19	83
gene_1092	0	0	0	33	28	18	5	13	13	5	29
gene_1093	0	0	0	61	38	9	9	8	14	11	35
gene_1094	0	0	0	0	0	0	0	0	0	0	0
gene_1095	0	0	0	7	2	4	4	2	2	1	3
gene_1096	0	0	0	15	17	5	2	7	4	3	9
gene_1097	0	0	0	9	12	4	3	1	4	1	5
gene_1098	0	0	0	54	37	14	13	15	13	16	35
gene_1099	0	0	0	308	257	77	72	105	120	69	179
gene_11	0	0	0	57	25	14	19	23	31	17	52
gene_110	0	0	0	26	19	11	3	4	9	2	16
gene_1100	0	0	0	74	71	14	15	20	27	18	38
gene_1101	0	0	0	203	270	113	75	95	112	82	91
gene_1102	0	0	0	1	4	0	0	0	1	0	0
gene_1103	0	0	0	73	92	15	7	13	17	11	24
gene_1104	0	0	0	7	4	2	1	3	2	0	3
gene_1105	0	0	0	38	33	6	6	9	8	7	15
gene_1106	0	0	0	59	42	11	13	10	25	13	53
gene_1107	0	0	0	22	21	3	1	4	4	6	13
gene_1108	0	0	0	12	19	6	9	11	20	11	24
gene_1109	0	0	0	80	67	30	16	40	50	20	79
gene_111	0	0	0	0	0	0	0	0	0	0	0
gene_1110	0	0	0	4	1	0	1	1	1	4	2
gene_1111	0	0	0	9	6	7	6	10	11	6	17
gene_1112	0	0	0	0	0	1	1	0	1	0	1
gene_1113	0	0	0	180	81	41	24	32	51	22	85
gene_1114	0	0	0	3	1	3	1	0	0	0	1
gene_1115	0	0	0	129	147	43	35	56	58	29	85
gene_1116	0	0	0	22	17	8	5	3	9	2	13
gene_1117	0	0	0	8	2	4	6	8	1	2	7
gene_1118	0	0	0	113	44	18	18	16	28	11	26
gene_1119	0	0	0	82	65	23	19	34	37	13	63
gene_112	0	0	0	0	0	0	0	0	0	1	0
gene_1120	0	0	0	165	96	51	35	54	74	35	142
gene_1121	0	0	0	0	0	0	0	0	0	0	0
gene_1122	0	0	0	0	0	0	0	0	0	0	0
gene_1123	0	0	0	125	85	43	38	54	71	41	124
gene_1124	0	0	0	10	16	2	4	6	5	3	10
gene_1125	0	0	0	29	16	7	3	14	10	8	15
gene_1126	0	0	0	16	11	6	8	14	13	5	8
gene_1127	0	0	0	19	13	6	4	8	12	3	14
gene_1128	0	0	0	131	117	24	14	39	25	21	47
gene_1129	0	0	0	0	3	2	14	11	3	2	7
gene_113	0	0	0	4	5	0	0	1	2	2	0
gene_1130	0	0	0	4	6	1	1	1	5	0	5
gene_1131	0	0	0	978	910	102	49	64	93	31	610
gene_1132	0	0	0	48	41	6	9	5	9	4	35
gene_1133	0	0	0	0	0	0	0	0	0	0	0
gene_1134	0	0	0	30	44	5	0	5	8	2	6
gene_1135	0	0	0	32	29	11	10	9	17	9	23
gene_1136	0	0	0	45	40	6	13	13	19	16	39
gene_1137	0	0	0	5	11	2	3	1	9	2	8
gene_1138	0	0	0	24	46	7	9	6	4	3	16
gene_1139	0	0	0	3	4	0	2	0	0	0	1
gene_114	0	0	0	187	117	42	18	27	53	23	62
gene_1140	0	0	0	4	2	4	0	2	0	5	4
gene_1141	0	0	0	47	13	11	8	7	12	7	23
gene_1142	0	0	0	21	12	17	9	11	22	9	15
gene_1143	0	0	0	17	23	15	12	26	30	18	33
gene_1144	0	0	0	6	7	17	9	16	25	6	32
gene_1145	0	0	0	0	0	0	0	0	0	0	0
gene_1146	0	0	0	2	2	4	1	0	3	1	8
gene_1147	0	0	0	0	0	0	0	0	0	0	0
gene_1148	0	0	0	0	0	0	0	0	0	0	0
gene_1149	0	0	0	36	33	13	10	13	9	11	28
gene_115	0	0	0	28	22	7	4	7	10	2	22
gene_1150	0	0	0	15	9	1	1	5	2	5	4
gene_1151	0	0	0	40	27	9	14	15	9	9	22
gene_1152	0	0	0	12	5	18	18	11	20	13	17
gene_1153	0	0	0	4	3	1	0	1	0	1	6
gene_1154	0	0	0	17	5	2	1	3	2	2	3
gene_1155	0	0	0	85	52	11	4	13	11	1	30
gene_1156	0	0	0	0	0	0	0	0	0	0	1
gene_1157	0	0	0	629	663	95	48	84	65	26	187
gene_1158	0	0	0	31	29	23	7	21	18	7	32
gene_1159	0	0	0	49	42	14	19	26	39	23	54
gene_116	0	0	0	0	0	0	0	0	0	0	0
gene_1160	0	0	0	110	133	40	28	64	51	26	124
gene_1161	0	0	0	39	40	3	8	2	9	3	19
gene_1162	0	0	0	40	36	3	5	11	8	4	16
gene_1163	0	0	0	32	35	7	9	5	12	3	25
gene_1164	0	0	0	37	30	5	14	9	7	6	24
gene_1165	0	0	0	1002	734	765	769	738	1250	610	1889
gene_1166	0	0	0	1	2	2	0	1	1	0	4
gene_1167	0	0	0	15	5	5	3	9	14	7	7
gene_1168	0	0	0	14	4	3	2	11	2	5	11
gene_1169	0	0	0	62	31	24	5	17	17	7	40
gene_117	0	0	0	3	12	9	14	16	24	16	45
gene_1170	0	0	0	9	22	7	1	7	12	5	8
gene_1171	0	0	0	14	11	4	6	4	4	3	20
gene_1172	0	0	0	9	6	1	1	2	5	2	3
gene_1173	0	0	0	8	4	2	2	1	0	1	1
gene_1174	0	0	0	50	53	13	14	11	15	7	43
gene_1175	0	0	0	5	4	2	1	0	1	1	5
gene_1176	0	0	0	0	0	7	0	0	53	3	6
gene_1177	0	0	0	64	38	25	14	15	11	13	33
gene_1178	0	0	0	52	28	10	8	4	17	7	32
gene_1179	0	0	0	5	1	0	0	1	0	1	1
gene_118	0	0	0	7	5	2	2	2	4	4	4
gene_1180	0	0	0	38	31	13	6	11	19	10	29
gene_1181	0	0	0	71	48	27	17	35	29	25	72
gene_1182	0	0	0	16	8	3	2	6	9	2	7
gene_1183	0	0	0	40	29	10	11	14	9	7	27
gene_1184	0	0	0	22	6	4	3	7	10	7	21
gene_1185	0	0	0	2	3	26	23	22	25	11	35
gene_1186	0	0	0	14	11	0	2	3	10	2	3
gene_1187	0	0	0	47	19	25	37	30	61	32	138
gene_1188	0	0	0	27	21	4	4	9	2	3	16
gene_1189	0	0	0	44	25	13	11	12	13	6	32
gene_119	0	0	0	36	28	18	5	9	13	7	19
gene_1190	0	0	0	9	5	8	4	11	10	3	14
gene_1191	0	0	0	26	7	9	5	8	15	3	26
gene_1192	0	0	0	0	0	0	0	0	0	0	0
gene_1193	0	0	0	18	17	5	0	2	6	0	3
gene_1194	0	0	0	60	29	13	10	21	23	7	33
gene_1195	0	0	0	0	1	0	0	1	0	0	1
gene_1196	0	0	0	31	14	9	7	7	8	5	17
gene_1197	0	0	0	151	61	23	27	35	72	26	88
gene_1198	0	0	0	62	35	18	12	28	29	15	75
gene_1199	0	0	0	0	0	0	0	1	0	0	0
gene_12	0	0	0	39	37	4	12	9	11	7	27
gene_120	0	0	0	1	1	1	2	3	1	2	5
gene_1200	0	0	0	0	0	0	0	0	0	0	1
gene_1201	0	0	0	8	12	1	1	1	2	0	4
gene_1202	0	0	0	0	0	0	1	0	0	0	0
gene_1203	0	0	0	0	0	0	0	0	0	0	0
gene_1204	0	0	0	6	6	1	2	5	0	0	3
gene_1205	0	0	0	1	1	2	0	0	0	0	2
gene_1206	0	0	0	31	11	9	8	11	7	5	28
gene_1207	0	0	0	0	1	2	0	0	1	1	1
gene_1208	0	0	0	0	0	0	0	0	0	0	0
gene_1209	0	0	0	345	387	73	60	84	112	61	228
gene_121	0	0	0	30	30	11	13	13	23	7	35
gene_1210	0	0	0	206	136	69	50	69	74	46	122
gene_1211	0	0	0	333	105	39	33	25	62	26	77
gene_1212	0	0	0	5	74	14	2	7	2	2	4
gene_1213	0	0	0	9	16	2	1	1	3	0	5
gene_1214	0	0	0	16	12	5	12	10	8	8	17
gene_1215	0	0	0	11	4	5	2	7	1	4	10
gene_1216	0	0	0	60	45	2	8	11	10	7	24
gene_1217	0	0	0	36	19	7	7	5	13	8	19
gene_1218	0	0	0	0	2	0	1	1	1	1	4
gene_1219	0	0	0	5	11	1	3	2	4	4	3
gene_122	0	0	0	26	34	7	7	7	9	7	13
gene_1220	0	0	0	54	38	10	8	12	14	16	32
gene_1221	0	0	0	12	12	10	7	6	4	4	11
gene_1222	0	0	0	30	21	2	5	7	1	4	9
gene_1223	0	0	0	13	15	4	1	6	5	2	12
gene_1224	0	0	0	0	0	0	0	0	0	0	0
gene_1225	0	0	0	521	436	141	123	155	206	116	351
gene_1226	0	0	0	117	51	25	16	21	53	33	33
gene_1227	0	0	0	74	50	13	11	17	22	7	46
gene_1228	0	0	0	15	8	5	2	2	5	0	8
gene_1229	0	0	0	19	17	10	8	12	13	5	20
gene_123	0	0	0	8	5	4	2	3	3	1	8
gene_1230	0	0	0	17	15	6	8	5	9	4	10
gene_1231	0	0	0	23	24	4	8	11	11	4	22
gene_1232	0	0	0	10	5	4	1	1	4	1	5
gene_1233	0	0	0	20	19	4	3	12	9	4	15
gene_1234	0	0	0	28	14	13	5	15	6	2	20
gene_1235	0	0	0	45	20	20	19	20	31	11	46
