GeneID	GGAYA	GGAYB	GGAYC	GGAYG	GGAYH	GGAYS	GGAYT	GGAYU	GGAYW	GGAYN	GGAYO	GGAYP
gene_2060	0	0	0	3	13	3	1	9	6	1	12	11
gene_2061	0	0	0	0	0	0	0	0	0	0	0	0
gene_2062	0	0	0	2	4	2	1	0	4	2	2	3
gene_2063	0	0	0	0	4	3	6	3	3	4	14	13
gene_2064	0	0	0	47	45	28	37	52	46	22	46	72
gene_2065	0	0	0	0	0	0	0	0	0	0	0	1
gene_2066	0	0	0	4	0	1	3	4	2	1	2	2
gene_2067	0	0	0	2	0	1	1	1	2	1	1	3
gene_2068	0	0	0	0	0	1	0	0	1	0	0	0
gene_2069	0	0	0	18	20	12	26	22	11	15	7	35
gene_207	0	0	0	0	4	1	2	0	1	0	0	2
gene_2070	0	0	0	5	10	11	15	17	13	16	17	30
gene_2071	0	0	0	18	32	18	16	30	25	7	21	36
gene_2072	0	0	0	0	0	0	0	0	0	0	0	0
gene_2073	0	0	0	75	94	38	53	75	44	48	60	111
gene_2074	0	0	0	25	22	11	10	8	8	10	20	24
gene_2075	0	0	0	15	13	12	2	10	4	13	24	16
gene_2076	0	0	0	0	0	0	0	2	0	0	1	0
gene_2077	0	0	0	40	50	26	20	47	44	23	45	75
gene_2078	0	0	0	14	9	6	1	12	3	1	5	6
gene_2079	0	0	0	9	9	9	5	13	5	4	10	13
gene_208	0	0	0	11	26	11	19	11	11	12	15	21
gene_2080	0	0	0	3	1	3	3	4	1	1	0	1
gene_2081	0	0	0	11	24	10	1	5	8	4	14	12
gene_2082	0	0	0	0	0	0	0	0	0	0	0	0
gene_2083	0	0	0	20	12	7	11	13	8	15	18	17
gene_2084	0	0	0	1	0	0	1	0	1	6	0	1
gene_2085	0	0	0	2	0	4	0	3	1	2	2	4
gene_2086	0	0	0	0	0	0	0	0	0	0	0	0
gene_2087	0	0	0	0	0	0	0	0	0	0	0	2
gene_2088	0	0	0	9	15	4	7	10	10	5	7	14
gene_2089	0	0	0	73	83	37	39	56	35	49	72	88
gene_209	0	0	0	0	0	0	0	0	0	0	0	0
gene_2090	0	0	0	0	2	4	0	1	1	0	1	3
gene_2091	0	0	0	14	39	10	7	10	10	6	13	25
gene_2092	0	0	0	13	25	11	10	38	24	30	40	34
gene_2093	0	0	0	29	68	55	18	35	12	14	27	39
gene_2094	0	0	0	10	10	17	8	10	12	0	14	3
gene_2095	0	0	0	0	0	0	0	0	0	0	0	0
gene_2096	0	0	0	102	133	68	43	122	78	43	121	170
gene_2097	0	0	0	9	6	5	26	19	18	22	19	38
gene_2098	0	0	0	0	0	0	1	0	0	0	0	2
gene_2099	0	0	0	19	38	27	21	22	14	14	12	20
gene_21	0	0	0	0	0	0	0	0	0	0	0	0
gene_210	0	0	0	5	16	7	4	11	7	8	13	22
gene_2100	0	0	0	1	1	4	0	1	2	2	2	2
gene_2101	0	0	0	12	31	14	8	14	6	6	7	15
gene_2102	0	0	0	25	49	8	6	1	3	3	8	13
gene_2103	0	0	0	18	14	7	5	5	5	4	5	10
gene_2104	0	0	0	2	0	0	0	0	0	4	0	3
gene_2105	0	0	0	2	2	1	0	1	0	2	7	5
gene_2106	0	0	0	5	13	13	5	7	7	4	7	17
gene_2107	0	0	0	24	51	24	14	27	14	20	49	41
gene_2108	0	0	0	3	1	2	7	7	2	7	2	12
gene_2109	0	0	0	2	8	6	19	18	10	9	17	28
gene_211	0	0	0	1	2	4	2	7	1	1	2	4
gene_2110	0	0	0	0	0	1	0	0	0	0	0	0
gene_2111	0	0	0	71	69	44	28	35	25	25	31	49
gene_2112	0	0	0	0	3	3	0	0	0	0	0	0
gene_2113	0	0	0	14	4	7	1	4	3	1	3	14
gene_2114	0	0	0	16	38	12	26	18	28	23	34	46
gene_2115	0	0	0	6	4	8	3	3	4	1	1	9
gene_2116	0	0	0	5	9	3	8	16	10	4	4	16
gene_2117	0	0	0	101	127	72	71	96	63	72	121	141
gene_2118	0	0	0	28	74	29	71	62	25	38	69	90
gene_2119	0	0	0	13	39	15	13	20	10	18	24	32
gene_212	0	0	0	123	193	113	99	165	83	84	134	202
gene_2120	0	0	0	7	29	16	9	10	7	2	21	13
gene_2121	0	0	0	29	53	34	28	24	18	23	44	81
gene_2122	0	0	0	5	12	0	2	1	0	2	6	7
gene_2123	0	0	0	38	63	19	10	23	15	17	28	26
gene_2124	0	0	0	27	34	38	12	12	10	7	13	11
gene_2125	0	0	0	35	55	22	27	30	29	37	32	64
gene_2126	0	0	0	16	20	7	18	24	13	9	20	16
gene_2127	1	0	0	57	47	38	27	49	22	24	41	69
gene_2128	0	0	0	29	33	14	29	31	22	20	35	36
gene_2129	0	0	0	14	16	10	14	4	13	12	23	18
gene_213	0	0	0	5	14	7	7	6	8	6	8	17
gene_2130	0	0	0	3	6	4	18	16	9	12	33	22
gene_2131	0	0	0	2	8	5	2	4	1	1	5	10
gene_2132	0	0	0	121	146	84	53	98	57	44	96	140
gene_2133	0	0	0	0	3	0	0	0	0	0	0	1
gene_2134	0	0	0	33	61	33	24	41	27	17	35	50
gene_2135	0	0	0	12	31	15	18	16	14	12	26	39
gene_2136	0	0	0	11	9	6	7	23	13	15	16	22
gene_2137	0	0	0	2	5	1	3	7	0	4	7	16
gene_2138	0	0	0	3	9	5	2	2	2	0	3	4
gene_2139	0	0	0	4	8	5	4	9	4	5	18	20
gene_214	0	0	0	8	13	7	14	19	7	16	19	33
gene_2140	0	0	0	7	15	5	6	1	1	3	5	5
gene_2141	0	0	0	5	3	3	7	1	2	0	2	8
gene_2142	0	0	0	25	28	27	24	26	33	38	42	55
gene_2143	0	0	0	1	2	3	1	0	0	0	4	3
gene_2144	0	0	0	0	0	0	0	0	0	0	0	0
gene_2145	0	0	0	0	0	0	0	0	2	0	2	1
gene_2146	0	0	0	10	9	4	4	5	1	3	4	10
gene_2147	0	0	0	0	0	2	3	4	0	0	0	1
gene_2148	0	0	0	8	21	10	2	3	5	0	2	9
gene_2149	0	0	0	15	13	7	8	12	8	8	13	13
gene_215	0	0	0	0	1	4	1	7	7	3	6	9
gene_2150	0	0	0	0	0	0	0	0	0	0	0	0
gene_2151	0	0	0	7	0	0	0	0	0	3	0	4
gene_2152	0	0	0	0	0	0	0	1	2	0	0	2
gene_2153	0	0	0	1	1	5	4	7	6	3	6	8
gene_2154	0	0	0	15	17	11	20	16	19	12	23	32
gene_2155	0	0	0	2	8	3	1	3	3	2	10	2
gene_2156	0	0	0	25	24	21	24	24	25	14	26	32
gene_2157	0	0	0	3	2	2	4	6	3	6	0	2
gene_2158	0	0	0	30	19	8	14	17	12	11	21	29
gene_2159	0	0	0	0	0	0	0	0	0	0	0	0
gene_216	0	0	0	33	38	24	10	14	18	16	28	38
gene_2160	0	0	0	55	40	29	4	16	12	14	12	26
gene_2161	0	0	0	17	29	16	16	32	21	9	26	28
gene_2162	0	0	0	135	155	82	126	165	115	119	190	280
gene_2163	0	0	0	11	20	8	9	5	10	11	19	23
gene_2164	0	0	0	8	7	3	12	8	7	5	15	17
gene_2165	0	0	0	4	5	2	3	10	8	6	8	10
gene_2166	0	0	0	29	31	18	8	9	17	6	13	20
gene_2167	0	0	0	11	23	16	7	14	11	4	6	19
gene_2168	0	0	0	19	21	7	2	1	2	1	9	7
gene_2169	0	0	0	5	8	2	2	2	2	0	2	9
gene_217	0	0	0	1	8	3	1	0	5	2	3	6
gene_2170	0	0	0	79	85	44	27	35	26	48	61	100
gene_2171	0	0	0	66	101	35	27	39	35	11	47	70
gene_2172	0	0	0	3	16	1	2	18	7	8	5	17
gene_2173	0	0	0	0	0	0	0	0	0	0	0	0
gene_2174	0	0	0	0	1	3	0	1	0	0	0	0
gene_2175	0	0	0	10	7	4	8	20	13	10	15	21
gene_2176	0	0	0	73	57	47	38	43	32	41	45	85
gene_2177	0	0	0	29	47	23	19	14	16	15	25	24
gene_2178	0	0	0	30	36	30	44	53	44	15	53	73
gene_2179	0	0	0	3	2	3	26	13	7	13	19	36
gene_218	0	0	0	36	53	24	9	17	6	9	16	21
gene_2180	0	0	0	0	3	0	4	6	2	3	8	4
gene_2181	0	0	0	0	0	0	0	0	0	0	0	0
gene_2182	0	0	0	1	5	4	3	2	3	1	1	3
gene_2183	0	0	0	0	0	0	0	0	0	0	0	0
gene_2184	0	0	0	1	7	6	1	1	0	1	4	4
gene_2185	0	0	0	15	29	4	4	7	8	6	12	20
gene_2186	0	0	0	7	10	4	7	1	5	4	8	7
gene_2187	0	0	0	0	2	0	0	1	2	0	1	6
gene_2188	0	0	0	10	13	4	2	1	1	1	3	2
gene_2189	0	0	0	14	24	23	17	22	17	17	28	29
gene_219	0	0	0	4	1	0	0	0	0	0	0	0
gene_2190	0	0	0	1	1	2	5	1	2	0	1	4
gene_2191	0	0	0	5	2	1	0	1	2	1	2	2
gene_2192	0	0	0	5	12	7	10	15	6	4	20	11
gene_2193	0	0	0	11	10	14	12	14	13	7	17	26
gene_2194	0	0	0	2	8	7	5	1	2	5	2	5
gene_2195	0	0	0	30	25	27	13	23	12	21	20	45
gene_2196	0	0	0	0	1	0	0	0	0	1	0	6
gene_2197	0	0	0	0	0	0	0	0	0	0	0	0
gene_2198	0	0	0	0	0	0	0	0	0	0	0	0
gene_2199	0	0	0	0	0	0	0	0	0	0	0	0
gene_22	0	0	0	8	21	8	9	3	5	9	8	21
gene_220	0	0	0	0	0	0	0	0	0	0	0	0
gene_2200	0	0	0	0	0	0	0	0	0	0	0	0
gene_2201	0	0	0	0	13	4	0	3	8	1	2	8
gene_2202	0	0	0	4	4	0	5	6	9	4	7	16
gene_2203	0	0	0	111	106	70	58	82	63	53	70	152
gene_2204	0	0	0	4	6	5	8	15	9	18	38	28
gene_2205	0	0	0	6	1	4	3	5	3	14	10	15
gene_2206	0	0	0	25	29	8	32	32	20	50	83	100
gene_2207	0	0	0	64	86	33	1	11	10	4	8	15
gene_2208	0	0	0	678	758	337	13	42	105	19	33	69
gene_2209	0	0	0	33	18	15	5	3	7	4	11	9
gene_221	0	0	0	18	17	12	3	14	9	17	16	21
gene_2210	0	0	0	69	31	31	27	28	17	26	28	62
gene_2211	0	0	0	7	6	5	3	5	3	3	2	8
gene_2212	0	0	0	23	38	19	16	34	18	22	32	44
gene_2213	0	0	0	1	2	4	9	5	8	4	4	15
gene_2214	0	0	0	4	6	8	3	3	2	2	3	8
gene_2215	0	0	0	4	6	7	3	1	1	3	2	9
gene_2216	0	0	0	5	19	12	8	6	6	12	18	12
gene_2217	0	0	0	13	6	4	0	3	4	2	5	6
gene_2218	0	0	0	0	0	0	0	0	0	0	0	0
gene_2219	0	0	0	0	0	0	0	0	0	0	0	0
gene_222	0	0	0	8	15	5	3	2	3	4	4	7
gene_2220	0	0	0	219	294	141	94	192	83	101	194	214
gene_2221	0	0	0	10	18	12	8	8	6	3	14	14
gene_2222	0	0	0	24	47	36	16	21	20	7	12	53
gene_2223	0	0	0	114	68	42	46	59	44	30	52	85
gene_2224	0	0	0	0	1	0	0	0	0	0	0	0
gene_2225	0	0	0	14	18	14	15	10	16	16	11	30
gene_2226	0	0	0	20	39	10	13	19	12	12	18	30
gene_2227	0	0	0	32	52	21	9	33	17	14	26	41
gene_2228	0	0	0	0	0	0	0	0	0	0	1	0
gene_2229	0	0	0	87	111	74	56	58	44	56	93	84
gene_223	0	0	0	7	6	7	4	8	4	11	6	12
gene_2230	0	0	0	18	30	17	9	5	10	8	11	13
gene_2231	0	0	0	0	0	3	1	3	2	2	4	1
gene_2232	0	0	0	2	10	7	1	2	1	3	4	6
gene_2233	0	0	0	19	14	9	14	31	7	8	31	45
gene_2234	0	0	0	54	91	41	38	56	40	35	59	71
gene_2235	3	0	0	122	124	103	49	85	61	24	71	92
gene_2236	0	0	0	59	57	36	27	42	35	13	31	44
gene_2237	0	0	0	8	5	2	9	4	10	2	2	9
gene_2238	0	0	0	0	6	1	4	8	2	2	3	3
gene_2239	2	0	0	45	56	47	28	46	25	29	35	46
gene_224	0	0	0	3	6	5	0	2	1	2	2	6
gene_2240	0	0	0	4	4	1	0	1	0	1	0	0
gene_2241	0	0	0	1	3	3	2	5	3	2	0	4
gene_2242	0	0	0	2	4	4	2	8	5	3	4	5
gene_2243	0	0	0	16	13	12	9	17	6	14	10	22
gene_2244	0	0	0	6	9	2	2	3	2	0	2	0
gene_2245	0	0	0	33	48	22	13	27	26	14	34	58
gene_2246	0	0	0	0	2	0	2	0	0	0	3	1
gene_2247	0	0	0	21	39	20	17	15	7	18	29	34
gene_2248	0	0	0	0	4	3	0	1	0	1	2	1
gene_2249	0	0	0	1	1	0	1	2	0	1	0	3
gene_225	0	0	0	10	12	13	2	5	4	14	6	24
gene_2250	0	0	0	10	4	6	7	11	5	6	11	4
gene_2251	0	0	0	2	3	4	3	5	3	7	1	8
gene_2252	0	0	0	3	0	0	6	10	10	1	3	5
gene_2253	0	0	0	20	31	14	12	21	17	11	19	31
gene_2254	0	0	0	31	45	26	22	32	18	32	51	60
gene_2255	0	0	0	1	3	1	4	2	0	2	2	3
gene_2256	0	0	0	0	0	0	1	0	1	3	3	1
gene_2257	0	0	0	1	6	9	7	12	5	2	8	17
gene_2258	0	0	0	278	76	92	152	223	128	176	181	450
gene_2259	0	0	0	2	3	1	1	8	1	7	1	9
gene_226	0	0	0	6	13	5	6	8	8	9	13	15
gene_2260	0	0	0	6	6	4	1	3	6	3	4	8
gene_2261	0	0	0	21	38	29	29	32	26	25	19	55
gene_2262	0	0	0	2	0	0	1	0	0	1	0	0
gene_2263	0	0	0	0	0	0	0	0	0	0	0	0
gene_2264	0	0	0	13	22	11	10	17	11	3	8	15
gene_2265	0	0	0	11	28	6	3	11	9	3	12	11
gene_2266	0	0	0	11	19	12	3	12	5	7	13	9
gene_2267	0	0	0	0	0	1	0	0	0	0	2	1
gene_2268	0	0	0	15	22	11	13	7	9	7	17	12
gene_2269	0	0	0	19	49	18	16	14	18	18	18	35
gene_227	0	1	0	25	85	9	57	91	77	33	110	179
gene_2270	0	0	0	6	16	4	17	22	12	13	21	41
gene_2271	0	0	0	0	0	0	0	0	0	0	0	0
gene_2272	0	0	0	0	2	3	0	0	0	0	0	0
gene_2273	0	0	0	3	14	4	4	5	5	0	5	8
gene_2274	0	0	0	0	1	0	2	0	3	2	4	2
gene_2275	0	0	0	9	15	13	6	26	7	10	22	27
gene_2276	0	0	0	15	17	17	33	63	41	62	75	80
gene_2277	0	0	0	0	0	0	0	0	0	0	1	0
gene_2278	0	0	0	0	0	0	0	0	0	0	0	0
gene_2279	0	0	0	0	1	0	0	0	1	0	0	1
gene_228	0	0	0	3	4	1	0	4	5	1	2	7
gene_2280	0	0	0	106	59	151	167	166	131	223	234	309
gene_2281	0	0	0	4	1	0	2	5	4	0	4	7
gene_2282	0	0	0	2	0	0	0	2	0	1	0	1
gene_2283	0	0	0	31	35	17	25	29	24	44	45	42
gene_2284	0	0	0	0	1	0	2	0	1	0	0	0
gene_2285	0	0	0	7	3	10	5	15	5	7	5	11
gene_2286	0	0	0	2	4	2	1	4	6	3	5	6
gene_2287	0	0	0	7	8	8	4	7	7	1	8	7
gene_2288	0	0	0	28	36	19	8	17	8	15	20	19
gene_2289	0	0	0	3	8	3	1	2	6	3	9	6
gene_229	0	0	0	53	55	43	60	122	71	51	124	146
gene_2290	0	0	0	2	5	2	31	26	20	80	38	50
gene_2291	0	0	0	0	0	0	0	0	0	0	0	0
gene_2292	0	0	0	106	93	69	54	86	57	36	71	88
gene_2293	0	0	0	14	13	5	0	7	4	6	12	12
gene_2294	0	0	0	1	3	2	2	2	9	1	7	8
gene_2295	0	0	0	114	124	63	12	24	20	15	45	66
gene_2296	0	0	0	1	1	2	6	10	8	2	2	14
gene_2297	0	0	0	19	29	26	31	46	23	16	32	56
gene_2298	0	0	0	78	113	59	45	45	48	50	67	68
gene_2299	0	0	0	72	93	63	67	72	65	51	109	120
gene_23	0	0	0	94	159	102	58	57	66	40	106	123
gene_230	0	0	0	63	127	54	27	99	58	44	54	163
gene_2300	0	0	0	2	2	5	6	10	6	9	7	4
gene_2301	0	0	0	62	19	35	65	72	37	46	63	89
gene_2302	0	0	0	0	0	1	0	0	0	2	0	0
gene_2303	0	0	0	36	47	19	29	39	23	23	37	51
gene_2304	0	0	0	0	0	0	2	0	1	0	0	0
gene_2305	0	0	0	34	17	14	35	38	27	25	32	57
gene_2306	0	0	0	73	105	26	23	22	30	65	88	81
gene_2307	0	0	0	1	1	1	2	1	3	2	1	2
gene_2308	0	0	0	2	5	7	3	13	3	6	4	5
gene_2309	0	0	0	19	13	6	4	17	7	6	9	16
gene_231	0	0	0	2	4	2	1	3	0	0	5	2
gene_2310	0	0	0	3	12	2	2	3	4	8	6	4
gene_2311	0	0	0	6	6	3	7	8	5	5	4	3
gene_2312	0	0	0	0	1	0	0	2	0	2	0	1
gene_2313	0	0	0	9	8	7	16	40	19	10	20	12
gene_2314	0	0	0	47	34	32	27	38	24	24	26	40
gene_2315	0	0	0	4	6	7	2	7	1	3	0	2
gene_2316	0	0	0	0	0	0	1	0	0	1	1	3
gene_2317	0	0	0	7	11	9	0	4	2	4	5	6
gene_2318	0	0	0	2	2	2	1	1	5	7	7	4
gene_2319	0	0	0	20	27	20	27	34	19	18	23	49
gene_232	0	0	0	3	6	5	3	5	2	2	5	2
gene_2320	0	0	0	21	15	14	6	16	7	4	18	25
gene_2321	0	0	0	9	11	6	11	5	3	4	8	10
gene_2322	0	0	0	6	16	3	0	9	2	4	4	12
gene_2323	0	0	0	13	8	7	4	13	12	9	13	22
gene_2324	0	0	0	46	73	27	5	11	22	7	17	17
gene_2325	0	0	0	2	6	3	3	0	1	2	8	3
gene_2326	0	0	0	2	3	6	2	8	8	7	3	12
gene_2327	0	0	0	62	115	68	46	98	52	43	101	131
gene_2328	0	0	0	1	0	0	1	0	1	0	0	0
gene_2329	0	0	0	213	285	142	75	116	64	79	112	172
gene_233	0	0	0	3	9	6	2	5	4	2	11	7
gene_2330	0	0	0	3	4	5	2	3	2	4	3	8
gene_2331	0	0	0	0	0	0	0	0	0	0	0	0
gene_2332	0	0	0	30	20	16	24	37	22	24	28	53
gene_2333	0	0	0	2	0	4	10	6	6	3	9	2
gene_2334	0	0	0	1	4	1	1	1	0	1	1	2
gene_2335	0	0	0	0	6	1	1	1	2	0	5	0
gene_2336	0	0	0	0	2	1	0	0	1	1	2	0
gene_2337	0	0	0	22	52	23	10	15	9	10	15	34
gene_2338	0	0	0	0	0	0	0	0	0	0	0	0
gene_2339	0	0	0	4	1	2	3	1	0	1	4	5
gene_234	0	0	0	16	26	19	15	11	10	11	16	22
gene_2340	0	0	0	10	9	7	10	17	10	7	15	13
gene_2341	0	0	0	140	82	33	12	19	15	29	23	33
gene_2342	0	0	0	2	15	12	3	7	6	5	7	3
gene_2343	0	0	0	0	0	0	0	0	0	0	0	0
gene_2344	0	0	0	2	2	3	0	0	2	0	4	7
gene_2345	0	0	0	3	2	2	7	7	6	3	6	7
gene_2346	0	0	0	73	82	57	340	299	191	246	212	382
gene_2347	0	0	0	1	0	2	1	2	1	1	1	3
gene_2348	0	0	0	5	9	2	4	9	5	7	14	8
gene_2349	0	0	0	29	29	10	7	13	15	5	14	21
gene_235	0	0	0	0	3	2	2	8	2	3	4	3
gene_2350	0	0	0	5	9	2	2	3	2	1	5	15
gene_2351	0	0	0	57	121	43	42	80	50	41	68	126
gene_2352	0	0	0	2	1	1	4	1	1	0	3	4
gene_2353	0	0	0	75	119	74	60	90	73	124	144	196
gene_2354	0	0	0	127	136	69	21	24	40	16	27	40
gene_2355	0	0	0	64	99	62	59	92	61	55	88	116
gene_2356	0	0	0	2	3	7	6	7	12	0	7	10
gene_2357	0	0	0	1	5	7	3	5	2	3	3	2
gene_2358	0	0	0	12	10	5	3	7	0	5	6	15
gene_2359	0	0	0	0	0	0	0	0	0	0	0	0
gene_236	1	0	0	4	8	7	9	10	10	11	24	23
gene_2360	0	0	0	6	6	1	11	3	1	3	1	7
gene_2361	0	0	0	24	24	20	14	22	18	20	23	30
gene_2362	0	0	0	35	29	17	8	6	11	12	13	8
gene_2363	0	0	0	50	61	43	16	25	16	19	17	27
gene_2364	0	0	0	1	6	5	6	5	3	4	2	13
gene_2365	0	0	0	3	4	2	5	3	2	4	6	3
gene_2366	0	0	0	0	0	2	0	3	0	2	3	1
gene_2367	0	0	0	2	9	8	11	4	9	7	6	19
gene_2368	0	0	0	13	9	3	13	10	7	2	11	10
gene_2369	0	0	0	1	2	3	1	7	8	1	7	7
gene_237	0	0	1	31	77	45	27	29	33	19	39	60
gene_2370	0	0	0	10	20	10	12	8	2	3	5	15
gene_2371	0	0	0	22	45	23	25	38	21	19	49	41
gene_2372	0	0	0	326	312	212	265	275	215	484	523	823
gene_2373	0	0	0	12	13	9	4	15	17	10	6	15
gene_2374	0	0	0	10	12	10	6	3	0	4	6	6
gene_2375	0	0	0	0	0	0	0	0	0	0	0	0
gene_2376	0	0	0	26	40	26	17	19	16	14	23	40
gene_2377	0	0	0	38	58	21	11	24	14	16	30	51
gene_2378	0	0	0	47	51	35	28	65	36	41	45	73
gene_2379	0	0	0	5	7	4	11	8	7	3	10	8
gene_238	0	0	0	5	4	9	6	9	5	8	13	18
gene_2380	0	0	0	55	52	29	14	18	19	11	13	16
gene_2381	0	0	0	26	13	20	23	17	20	14	37	37
gene_2382	0	0	0	15	13	8	9	4	4	6	6	5
gene_2383	0	0	0	2	2	4	1	4	0	3	3	7
gene_2384	0	0	0	8	6	4	7	4	10	12	20	19
gene_2385	0	0	0	21	35	10	19	26	17	19	13	33
gene_2386	0	0	0	5	7	6	14	14	4	3	4	11
gene_2387	0	0	0	2	4	1	6	5	1	1	4	3
gene_2388	0	0	0	14	36	17	16	8	10	5	31	24
gene_2389	0	0	0	4	16	3	2	0	1	1	4	2
gene_239	0	0	0	4	8	5	11	18	9	6	6	13
gene_2390	0	0	0	2	5	7	12	10	9	8	20	28
gene_2391	0	0	0	14	6	11	7	15	8	4	18	25
gene_2392	0	0	0	1	0	0	1	0	1	2	0	1
gene_2393	0	0	0	90	74	68	110	133	84	88	102	190
gene_2394	0	0	0	15	15	10	3	14	4	2	9	1
gene_2395	0	0	0	17	31	14	26	14	12	16	25	30
gene_2396	0	0	0	4	32	8	9	11	3	3	8	20
gene_2397	0	0	0	21	26	12	5	9	11	7	17	20
gene_2398	0	0	0	12	13	9	7	7	7	4	7	15
gene_2399	0	0	0	57	102	58	39	60	32	39	52	59
gene_24	0	0	0	20	38	29	18	19	6	13	15	44
gene_240	0	0	0	1	2	3	1	1	3	0	2	5
gene_2400	0	0	0	0	0	0	0	0	0	0	0	0
gene_2401	0	0	0	13	4	5	11	19	9	9	17	32
gene_2402	0	0	0	41	35	23	15	30	21	21	39	52
gene_2403	0	0	0	34	40	32	26	47	15	11	43	46
gene_2404	0	0	0	8	5	2	7	17	6	15	25	21
gene_2405	0	0	0	123	283	97	76	151	105	97	239	242
gene_2406	0	0	0	7	2	1	17	18	8	12	8	12
gene_2407	0	1	0	8	8	2	3	8	1	5	7	9
gene_2408	0	0	0	14	18	8	11	22	13	8	19	21
gene_2409	0	0	0	15	11	8	5	12	14	13	16	24
gene_241	0	0	0	25	27	24	14	16	14	5	20	24
gene_2410	0	0	0	20	25	16	9	22	11	16	11	50
gene_2411	0	0	0	4	7	1	3	7	3	3	5	7
gene_2412	0	0	0	2	3	2	7	5	3	4	6	12
gene_2413	0	0	0	14	26	14	9	19	7	18	18	37
gene_2414	0	0	0	22	16	11	17	15	13	13	26	45
gene_2415	0	0	0	5	7	4	4	2	2	4	8	1
gene_2416	0	0	0	0	1	2	0	0	5	0	3	3
gene_2417	0	0	0	13	12	3	5	11	8	10	21	19
gene_2418	0	0	0	61	101	37	47	81	76	79	120	149
gene_2419	0	0	0	2	3	0	4	5	2	6	4	4
gene_242	0	0	0	173	241	106	65	90	58	47	106	199
gene_2420	0	0	0	5	4	3	1	3	1	1	1	0
gene_2421	0	0	0	0	0	0	0	0	0	0	0	0
gene_2422	0	0	0	14	35	17	14	15	14	7	12	30
gene_2423	0	0	0	4	17	8	5	3	7	5	9	10
gene_2424	0	0	0	9	6	4	4	5	1	1	2	1
gene_2425	0	0	0	4	5	6	0	0	1	2	3	0
gene_2426	0	0	0	10	22	12	14	16	19	20	28	33
gene_2427	0	0	0	16	31	5	8	12	3	3	7	8
gene_2428	0	0	0	2	13	5	1	1	0	0	1	2
gene_2429	0	0	0	2	7	0	1	0	6	6	0	4
gene_243	0	0	0	0	0	0	3	4	6	2	8	3
gene_2430	0	0	0	9	19	8	5	4	6	2	7	7
gene_2431	0	0	0	5	0	0	6	13	7	3	9	2
gene_2432	0	0	0	4	7	0	8	1	2	0	1	2
gene_2433	0	0	0	22	45	21	20	28	14	27	29	37
gene_2434	0	0	0	17	21	16	9	15	14	7	24	22
gene_2435	0	0	0	2	3	2	2	9	2	1	3	8
gene_2436	0	0	0	0	0	2	1	3	1	2	0	0
gene_2437	0	0	0	23	53	18	37	29	28	19	56	55
gene_2438	0	0	0	10	6	6	11	13	4	6	6	12
gene_2439	0	0	0	26	46	18	19	33	23	23	70	51
gene_244	0	0	0	0	4	4	44	46	36	15	22	41
gene_2440	0	0	0	49	62	36	49	49	47	26	79	74
gene_2441	0	0	0	66	98	43	22	45	10	3	31	43
gene_2442	0	0	0	1	5	1	2	8	3	2	8	5
gene_2443	0	0	0	3	1	1	0	1	0	2	2	3
gene_2444	0	0	0	47	62	36	23	34	21	32	27	43
gene_2445	0	0	0	0	0	0	0	0	0	0	0	0
gene_2446	0	0	0	2	7	5	1	3	2	5	0	1
gene_2447	0	0	0	2	3	3	2	2	3	4	2	2
gene_2448	0	0	0	0	0	1	0	0	0	0	0	1
gene_2449	0	0	0	0	0	2	3	1	3	7	4	8
gene_245	0	0	0	26	58	36	37	38	24	27	36	64
gene_2450	0	0	0	2	1	4	7	9	8	4	12	7
gene_2451	0	0	0	5	6	3	6	6	4	2	3	6
gene_2452	0	0	0	30	47	17	11	16	6	12	16	14
gene_2453	0	0	0	0	0	0	0	0	0	0	0	0
gene_2454	0	0	0	0	0	0	0	0	0	0	0	0
gene_2455	0	0	0	37	40	17	11	22	18	3	15	51
gene_2456	0	0	0	36	64	34	29	42	36	14	50	63
gene_2457	0	0	0	0	1	0	0	2	1	0	0	1
gene_2458	0	0	0	0	1	1	0	0	0	0	1	0
gene_2459	0	0	0	15	47	18	18	25	13	20	39	45
gene_246	0	0	0	30	25	26	22	26	18	20	17	35
gene_2460	0	0	0	3	2	0	1	0	1	0	2	0
gene_2461	0	0	0	0	0	0	0	0	0	0	0	0
gene_2462	0	0	0	1	0	1	2	1	1	0	0	2
gene_2463	0	0	0	0	1	1	0	0	0	0	1	1
gene_2464	0	0	0	7	4	5	11	8	9	19	15	13
gene_2465	0	0	0	0	5	1	0	1	1	0	0	3
gene_2466	0	0	0	23	45	22	4	3	5	6	7	5
gene_2467	0	0	0	24	25	18	24	35	22	14	28	43
gene_2468	0	0	0	0	0	0	1	2	2	0	2	1
gene_2469	0	0	0	9	23	22	5	12	6	9	10	17
gene_247	0	0	0	3	2	1	5	3	5	3	6	11
gene_2470	0	0	0	13	42	16	12	7	9	5	15	12
gene_2471	0	0	0	12	23	12	13	20	7	10	20	15
gene_2472	0	0	0	2	8	0	4	3	1	1	2	5
gene_2473	0	0	0	0	2	3	1	1	1	4	3	10
gene_2474	0	0	0	25	33	16	24	32	15	19	29	52
gene_2475	0	0	0	16	27	14	13	24	22	13	24	41
gene_2476	0	0	0	0	0	0	1	1	0	3	1	4
gene_2477	0	0	0	18	30	14	12	19	10	1	19	25
gene_2478	0	0	0	11	17	8	18	27	8	20	30	26
gene_2479	0	0	0	16	39	10	9	13	11	9	19	18
