GeneID	GCUXS	GCUXT	GCUXU	GCUXW	GCUXX	GCUXY	GCUXZ	GCUYA	GCUYB	GCUYC	GCUYG	GCUYH
gene_1	0	0	0	0	0	0	0	0	0	0	0	0
gene_10	0	0	0	0	0	0	0	0	0	0	0	0
gene_100	0	0	0	31	17	32	71	51	49	19	14	70
gene_1000	0	0	0	90	54	122	120	52	61	35	22	62
gene_10000	0	0	0	19	3	15	4	6	2	2	0	4
gene_10001	0	0	0	1	0	0	0	0	1	0	0	1
gene_10002	0	0	0	4	1	4	2	0	0	0	0	0
gene_10003	0	0	0	1	0	2	7	1	3	1	0	2
gene_10004	0	0	0	175	106	106	101	48	49	30	17	47
gene_10005	0	0	0	6	5	13	14	1	11	4	0	13
gene_10006	0	0	0	33	12	15	39	30	30	12	9	29
gene_10007	0	0	0	0	0	0	0	0	0	0	0	0
gene_10008	0	0	0	119	66	101	84	46	47	36	21	37
gene_10009	0	0	0	3	5	3	1	2	1	1	1	0
gene_1001	0	0	0	2	9	12	2	3	2	0	1	1
gene_10010	0	0	0	2	1	2	0	0	0	0	0	0
gene_10011	0	0	0	10	10	16	12	3	15	1	1	11
gene_10012	0	0	0	2	0	1	1	2	1	2	4	0
gene_10013	0	0	0	13	1	2	12	10	6	1	1	6
gene_10014	0	0	0	11	4	4	34	23	17	6	4	12
gene_10015	0	0	0	5	1	4	0	0	3	3	0	1
gene_10016	0	0	0	27	17	33	15	5	10	5	3	3
gene_10017	0	0	0	0	0	0	0	0	0	0	0	0
gene_10018	0	0	0	0	0	0	0	0	0	0	0	0
gene_10019	0	0	0	1	0	2	2	1	1	0	0	0
gene_1002	0	0	0	12	6	10	11	2	8	1	2	4
gene_10020	0	0	0	0	0	1	0	0	0	0	0	0
gene_10021	0	0	0	2	0	0	0	0	0	0	1	0
gene_10022	0	0	0	0	0	0	0	0	0	0	0	0
gene_10023	0	0	0	0	0	0	0	0	0	0	0	0
gene_10024	0	0	0	13	11	6	7	5	2	0	1	3
gene_10025	0	0	0	2	0	5	2	3	0	1	0	2
gene_10026	0	0	0	24	25	28	18	10	12	1	2	6
gene_10027	0	0	0	0	0	0	0	0	1	0	0	0
gene_10028	0	0	0	18	5	29	23	19	18	21	7	20
gene_10029	0	0	0	27	24	18	25	10	6	10	2	20
gene_1003	0	0	0	5	6	9	16	4	3	2	2	2
gene_10030	0	0	0	8	3	5	1	3	2	0	1	0
gene_10031	0	0	0	0	0	0	0	0	0	0	0	0
gene_10032	0	0	0	6	1	3	0	0	3	0	0	3
gene_10033	0	0	0	0	0	0	0	0	0	0	0	0
gene_10034	0	0	0	0	2	0	0	0	0	0	0	0
gene_10035	0	0	0	2	1	3	0	0	0	0	0	0
gene_10036	0	0	0	87	40	81	79	32	33	17	10	38
gene_10037	0	0	0	4	3	5	9	1	5	1	1	5
gene_10038	0	0	0	32	16	33	34	23	17	4	2	13
gene_10039	0	0	0	68	45	100	65	39	30	18	10	40
gene_1004	0	0	0	38	20	28	69	16	25	16	6	25
gene_10040	0	0	0	2	0	3	0	1	0	0	0	1
gene_10041	0	0	0	1	0	1	0	0	0	0	0	0
gene_10042	0	0	0	0	0	0	0	0	0	0	0	0
gene_10043	0	0	0	0	0	0	0	0	0	0	0	0
gene_10044	0	0	0	3	3	6	1	2	2	4	0	3
gene_10045	0	0	0	298	166	201	221	116	133	121	56	151
gene_10046	0	0	0	15	11	14	12	7	4	2	2	6
gene_10047	0	0	0	0	0	0	0	0	0	0	0	0
gene_10048	0	0	0	42	28	38	29	18	13	4	2	14
gene_10049	0	0	0	2	0	1	0	2	1	0	0	2
gene_1005	0	0	0	20	20	31	31	13	11	9	5	14
gene_10050	0	0	0	63	29	64	388	232	276	90	37	451
gene_10051	0	0	0	0	0	3	0	0	1	0	0	0
gene_10052	0	0	0	18	2	5	13	6	12	10	4	7
gene_10053	0	0	0	11	3	7	5	3	7	4	0	2
gene_10054	0	0	0	0	0	0	0	0	0	0	0	0
gene_10055	0	0	0	0	0	0	0	0	0	0	0	0
gene_10056	0	0	0	4	2	4	23	10	6	9	2	22
gene_10057	0	0	0	35	16	28	31	14	19	9	5	17
gene_10058	0	0	0	24	14	20	16	16	6	7	7	7
gene_10059	0	0	0	1	0	0	2	1	1	0	0	0
gene_1006	0	0	0	34	18	22	31	13	12	5	5	12
gene_10060	0	0	0	37	10	28	28	13	17	14	5	24
gene_10061	0	0	0	10	7	9	38	10	5	3	1	11
gene_10062	0	0	0	130	65	97	109	82	46	36	15	40
gene_10063	0	0	0	0	0	0	0	0	0	0	0	0
gene_10064	0	0	0	0	0	0	2	1	1	1	0	2
gene_10065	0	0	0	141	61	123	162	62	66	34	18	55
gene_10066	0	0	0	1	1	1	2	4	3	0	0	0
gene_10067	0	0	0	1	0	0	0	1	2	0	0	2
gene_10068	0	0	0	32	22	37	37	17	22	8	6	26
gene_10069	0	0	0	4	3	10	11	2	1	7	2	6
gene_1007	0	0	0	19	6	11	14	5	9	4	6	4
gene_10070	0	0	0	3	0	0	2	0	0	0	0	0
gene_10071	0	0	0	21	3	16	23	10	13	8	4	6
gene_10072	0	0	0	106	42	103	73	30	32	19	9	53
gene_10073	0	0	0	3	1	4	3	0	1	2	0	2
gene_10074	0	0	0	0	0	0	0	0	0	0	0	0
gene_10075	0	0	0	135	104	251	118	83	48	78	29	85
gene_10076	0	0	0	123	55	184	76	70	56	34	17	64
gene_10077	0	0	0	30	30	54	22	17	16	9	2	6
gene_10078	0	0	0	11	7	18	12	5	4	4	0	8
gene_10079	0	0	0	11	3	15	7	1	4	2	2	4
gene_1008	0	0	0	2	0	0	2	0	0	1	0	1
gene_10080	0	0	0	0	0	0	0	0	0	0	0	0
gene_10081	0	0	0	7	6	9	4	3	4	1	0	3
gene_10082	0	0	0	9	48	17	61	34	34	11	3	56
gene_10083	0	0	0	74	34	64	83	39	33	15	9	65
gene_10084	0	0	0	0	0	0	0	0	0	0	0	0
gene_10085	0	0	0	0	0	2	1	2	2	0	0	1
gene_10086	0	0	0	2	1	0	0	0	0	0	0	0
gene_10087	0	0	0	0	0	0	0	0	0	0	0	0
gene_10088	0	0	0	0	0	0	0	0	0	0	0	0
gene_10089	0	0	0	1	0	2	4	0	0	1	2	3
gene_1009	0	0	0	0	2	1	0	0	0	0	0	0
gene_10090	0	0	0	35	12	53	41	21	29	14	6	26
gene_10091	0	0	0	200	101	142	184	117	137	48	31	104
gene_10092	0	0	0	20	9	36	20	13	10	7	4	10
gene_10093	0	0	0	41	24	36	44	36	19	20	11	18
gene_10094	0	0	0	63	28	57	18	23	12	9	0	15
gene_10095	0	0	0	20	9	19	7	4	10	2	1	4
gene_10096	0	0	0	17	4	14	9	3	5	0	0	4
gene_10097	0	0	0	10	5	10	5	11	5	1	1	2
gene_10098	0	0	0	0	0	0	0	1	0	0	0	0
gene_10099	0	0	0	0	1	0	0	0	0	0	0	0
gene_101	0	0	0	3	2	3	11	4	3	7	1	1
gene_1010	0	0	0	57	19	58	64	37	39	13	7	24
gene_10100	0	0	0	5	5	4	5	3	3	1	1	7
gene_10101	0	0	0	0	0	0	1	0	0	0	0	0
gene_10102	0	0	0	0	0	0	0	0	0	0	0	0
gene_10103	0	0	0	3	0	1	3	1	0	0	0	0
gene_10104	0	0	0	0	0	0	0	0	0	0	0	0
gene_10105	0	0	0	0	0	0	1	3	1	0	1	3
gene_10106	0	0	0	2	0	0	0	0	0	0	0	0
gene_10107	0	0	0	29	16	14	54	16	12	20	10	18
gene_10108	0	0	0	0	0	1	0	0	0	0	0	0
gene_10109	0	0	0	1	0	1	0	0	0	0	0	0
gene_1011	0	0	0	0	0	0	0	0	0	0	0	0
gene_10110	0	0	0	1	3	3	2	0	2	0	0	0
gene_10111	0	0	0	0	1	1	0	0	2	2	0	0
gene_10112	0	0	0	8	14	17	17	6	7	5	2	4
gene_10113	0	0	0	2	5	3	3	0	0	0	0	3
gene_10114	0	0	0	0	0	0	0	0	0	0	0	0
gene_10115	0	0	0	5	3	4	1	2	2	0	1	0
gene_10116	0	0	0	10	7	13	4	1	5	0	0	2
gene_10117	0	0	0	2	4	3	1	0	1	0	1	0
gene_10118	0	0	0	23	17	14	12	10	7	6	2	8
gene_10119	0	0	0	38	19	38	29	20	15	15	2	13
gene_1012	0	0	0	81	58	74	65	32	35	25	16	34
gene_10120	0	0	0	4	4	1	4	0	2	1	0	4
gene_10121	0	0	0	0	3	1	5	6	3	0	1	6
gene_10122	0	0	0	181	111	265	148	56	50	24	15	56
gene_10123	0	0	0	18	8	20	16	3	14	5	3	3
gene_10124	0	0	0	11	2	8	3	2	3	0	0	6
gene_10125	0	0	0	101	61	82	113	41	39	29	14	46
gene_10126	0	0	0	22	15	25	17	10	6	8	3	5
gene_10127	0	0	0	0	0	0	0	0	0	0	0	0
gene_10128	0	0	0	29	12	17	51	16	20	15	7	37
gene_10129	0	0	0	7	4	3	0	0	0	0	0	2
gene_1013	0	0	0	21	9	16	12	4	7	7	1	5
gene_10130	0	0	0	0	1	0	1	0	0	0	0	0
gene_10131	1	0	0	127	75	119	74	56	45	16	9	44
gene_10132	0	0	0	7	12	29	28	12	10	15	6	22
gene_10133	0	0	0	13	22	58	50	23	26	33	23	48
gene_10134	0	0	0	7	1	8	11	2	7	0	4	8
gene_10135	0	0	0	1	5	5	3	9	10	1	0	0
gene_10136	0	0	0	1	1	5	3	7	3	3	1	1
gene_10137	0	0	0	37	9	11	9	9	8	7	3	14
gene_10138	0	0	0	149	72	75	113	37	56	22	23	54
gene_10139	0	0	0	39	15	58	28	14	17	6	5	12
gene_1014	0	0	0	20	20	24	33	19	17	15	3	13
gene_10140	0	0	0	12	6	9	2	5	5	2	0	13
gene_10141	0	0	0	4	0	1	4	2	5	1	1	3
gene_10142	0	0	0	34	23	39	53	26	23	22	3	26
gene_10143	0	0	0	17	7	23	12	3	11	1	0	6
gene_10144	0	0	0	12	10	9	6	8	6	5	0	5
gene_10145	0	0	0	5	1	0	7	3	5	5	2	4
gene_10146	0	0	0	0	0	2	0	0	0	0	0	0
gene_10147	0	0	0	24	15	12	14	4	4	3	1	8
gene_10148	0	0	0	1	0	0	0	1	1	0	0	0
gene_10149	0	0	0	1	4	0	1	1	0	2	0	0
gene_1015	0	0	0	47	22	50	43	10	14	11	6	16
gene_10150	0	0	0	11	7	24	18	6	11	5	0	7
gene_10151	0	0	0	25	23	39	17	22	12	6	6	25
gene_10152	0	0	0	0	3	0	24	12	22	1	0	4
gene_10153	0	0	0	20	54	114	12	10	10	1	1	1
gene_10154	0	0	0	1	0	2	2	0	0	0	0	0
gene_10155	0	0	0	19	11	30	18	7	8	3	9	11
gene_10156	0	0	0	16	10	14	9	6	7	2	5	6
gene_10157	0	0	0	11	12	13	7	4	4	3	0	5
gene_10158	0	0	0	7	8	7	8	4	6	2	2	4
gene_10159	0	0	0	1	2	1	0	0	0	0	0	0
gene_1016	0	0	0	18	6	21	21	14	9	11	5	20
gene_10160	0	0	0	1	0	0	0	1	1	0	0	1
gene_10161	0	0	0	1	1	2	0	0	0	0	1	0
gene_10162	0	0	0	16	14	9	27	16	14	2	4	17
gene_10163	0	0	0	0	1	2	4	1	0	0	0	1
gene_10164	0	0	0	11	11	15	14	6	3	2	2	2
gene_10165	0	0	0	0	0	0	1	1	0	0	0	0
gene_10166	0	0	0	3	2	2	6	2	2	0	2	1
gene_10167	0	0	0	31	6	21	14	9	13	6	5	16
gene_10168	0	0	0	9	2	14	17	10	21	10	2	32
gene_10169	0	0	0	0	0	0	0	0	0	0	0	0
gene_1017	0	0	0	25	17	12	23	14	8	5	3	13
gene_10170	0	0	0	1	1	2	0	1	0	0	0	1
gene_10171	0	0	0	30	16	24	35	12	14	15	4	21
gene_10172	0	0	0	0	0	0	0	1	0	0	0	1
gene_10173	0	0	0	2	2	5	1	2	0	0	0	1
gene_10174	0	0	0	0	0	0	0	0	0	0	0	0
gene_10175	0	0	0	3	5	14	5	0	4	0	0	2
gene_10176	0	0	0	0	0	0	0	0	0	0	0	0
gene_10177	0	0	0	0	0	0	0	0	0	0	0	0
gene_10178	0	0	0	0	0	0	0	0	0	0	0	0
gene_10179	0	0	0	0	0	0	0	0	0	0	0	0
gene_1018	0	0	0	10	4	9	11	3	2	1	1	6
gene_10180	0	0	0	0	0	0	0	0	0	0	0	0
gene_10181	0	0	0	0	0	0	0	0	0	0	0	0
gene_10182	0	0	0	0	0	0	0	0	0	0	0	0
gene_10183	0	0	0	0	0	0	0	0	0	0	0	0
gene_10184	0	0	0	27	12	16	9	11	4	3	2	4
gene_10185	0	0	0	0	0	0	0	0	0	0	0	0
gene_10186	0	0	0	0	0	0	0	0	0	0	0	0
gene_10187	4	0	1	545	334	725	556	276	5	2	2	4
gene_10188	0	0	0	0	0	1	1	0	0	0	0	0
gene_10189	0	0	0	0	0	0	0	0	0	0	0	0
gene_1019	0	0	0	13	3	6	17	2	7	8	4	10
gene_10190	0	0	0	0	0	1	0	0	0	0	0	0
gene_10191	0	0	0	0	0	0	0	0	0	0	0	0
gene_10192	0	0	0	0	0	0	0	0	0	0	0	0
gene_10193	268	182	214	902	569	699	523	486	0	0	0	0
gene_10194	0	0	0	5	1	0	1	0	0	0	0	0
gene_10195	0	0	0	0	0	0	0	0	0	0	0	0
gene_10196	0	0	0	0	0	0	0	0	0	0	0	0
gene_10197	0	0	0	0	0	0	0	0	0	0	0	0
gene_10198	0	0	0	0	0	0	0	0	0	0	0	0
gene_10199	0	0	0	0	0	0	0	0	0	0	0	0
gene_102	0	0	0	0	0	0	0	0	0	0	0	0
gene_1020	0	0	0	4	3	4	0	0	1	2	2	2
gene_10200	0	0	0	0	0	0	0	0	0	0	0	0
gene_10201	0	0	0	0	0	0	0	0	0	0	0	0
gene_10202	0	0	0	0	0	0	0	0	0	0	0	0
gene_10203	0	0	0	0	0	0	0	0	0	0	0	0
gene_10204	0	0	0	0	0	0	0	0	0	0	0	0
gene_10205	0	0	0	0	0	0	0	0	0	0	0	0
gene_10206	0	0	0	0	0	0	0	0	0	0	0	0
gene_10207	0	0	0	0	0	0	0	0	0	0	0	0
gene_10208	0	0	0	0	0	2	1	0	0	0	0	0
gene_10209	0	0	0	529	489	522	1517	795	1182	277	176	1581
gene_1021	0	0	0	0	0	0	0	0	0	0	0	0
gene_10210	0	0	0	0	0	0	0	0	0	0	0	0
gene_10211	0	0	0	0	0	0	0	0	0	0	0	0
gene_10212	0	0	0	0	0	0	0	0	0	0	0	0
gene_10213	0	0	0	0	0	0	0	0	0	0	0	0
gene_10214	0	0	0	0	0	0	0	0	0	0	0	0
gene_10215	0	0	0	0	0	0	0	0	0	0	0	0
gene_10216	0	0	0	0	0	0	0	0	0	0	0	0
gene_10217	0	0	0	0	0	0	0	0	0	0	0	0
gene_10218	0	0	0	0	0	0	0	0	0	0	0	0
gene_10219	0	0	0	0	0	0	0	0	0	0	0	0
gene_1022	0	0	0	5	0	5	4	2	2	0	0	0
gene_10220	0	0	0	0	0	0	0	0	0	0	0	0
gene_10221	0	0	0	0	0	0	0	0	0	0	0	0
gene_10222	0	0	0	0	0	0	0	0	0	0	0	0
gene_10223	16	3	1	438	252	595	382	247	0	0	0	0
gene_10224	0	0	0	0	0	0	0	1	0	0	0	0
gene_10225	0	0	0	0	1	0	1	1	0	0	0	0
gene_10226	0	0	0	66	37	55	45	19	2	0	0	4
gene_10227	76	65	73	78	105	106	99	75	0	0	0	0
gene_10228	0	0	0	0	0	0	0	0	0	0	0	0
gene_10229	0	0	0	0	0	0	0	0	0	0	0	0
gene_1023	0	0	0	0	0	0	0	0	0	0	0	0
gene_10230	0	0	0	3	2	6	4	1	3	1	0	0
gene_10231	0	0	0	0	0	0	0	0	0	0	0	0
gene_10232	0	0	0	0	0	0	0	0	0	0	0	0
gene_10233	0	0	0	0	0	0	0	0	0	0	0	0
gene_1024	0	0	0	168	115	148	155	74	61	54	31	57
gene_1025	0	0	0	174	56	92	122	59	47	59	22	77
gene_1026	0	0	0	0	0	0	0	1	0	0	0	0
gene_1027	0	0	0	33	13	30	27	13	11	8	8	6
gene_1028	0	0	0	97	33	150	154	59	56	43	21	80
gene_1029	0	0	0	0	0	1	0	0	0	0	0	0
gene_103	0	0	0	0	0	0	0	0	0	0	0	0
gene_1030	0	0	0	48	29	71	53	21	22	11	3	18
gene_1031	0	0	0	45	54	56	205	118	181	47	22	187
gene_1032	0	0	0	11	3	8	18	8	6	10	1	4
gene_1033	0	0	0	0	1	3	0	0	0	0	0	0
gene_1034	0	0	0	37	24	29	39	11	12	16	2	19
gene_1035	0	0	0	163	127	297	148	91	86	80	27	103
gene_1036	0	0	0	17	12	13	11	9	5	4	1	10
gene_1037	0	0	0	212	124	360	142	100	78	57	43	104
gene_1038	0	0	0	37	12	27	24	14	19	9	11	14
gene_1039	0	0	0	6	14	24	8	6	28	10	9	4
gene_104	0	0	0	1	0	0	0	0	0	0	0	0
gene_1040	0	0	0	37	77	111	42	70	108	46	56	59
gene_1041	0	0	0	59	23	50	49	20	25	17	4	20
gene_1042	0	0	0	19	4	22	33	4	5	5	1	7
gene_1043	0	0	0	25	17	32	25	15	16	3	0	16
gene_1044	0	0	0	127	66	102	112	73	70	35	21	80
gene_1045	0	0	0	11	7	7	23	13	11	7	3	8
gene_1046	0	0	0	0	0	0	1	1	0	0	0	0
gene_1047	0	0	0	1	0	1	0	0	0	0	0	0
gene_1048	0	0	0	8	2	3	12	4	4	2	0	1
gene_1049	0	0	0	17	11	25	10	13	3	4	2	0
gene_105	0	0	0	7	7	5	2	1	1	1	0	3
gene_1050	0	0	0	17	12	2	11	7	4	8	3	8
gene_1051	0	0	0	3	4	6	6	4	5	1	0	2
gene_1052	0	0	0	10	6	8	8	3	8	2	0	5
gene_1053	0	0	0	22	12	14	44	11	14	11	6	12
gene_1054	0	0	0	22	7	19	20	18	14	5	0	14
gene_1055	0	0	0	4	3	2	12	15	0	5	2	3
gene_1056	0	0	0	14	9	16	18	6	7	9	3	6
gene_1057	0	0	0	2	0	0	0	1	1	0	0	1
gene_1058	0	0	0	18	9	21	7	3	5	3	0	5
gene_1059	0	0	0	193	172	241	195	81	85	53	39	88
gene_106	0	0	0	13	10	21	12	4	13	3	1	5
gene_1060	0	0	0	97	44	94	55	28	31	23	7	46
gene_1061	0	0	0	2	0	3	3	0	2	1	0	2
gene_1062	0	0	0	6	3	10	9	3	2	5	3	7
gene_1063	0	0	0	10	0	9	6	3	0	3	0	6
gene_1064	0	0	0	13	3	13	5	3	5	1	2	5
gene_1065	0	0	0	21	13	25	27	17	11	6	8	21
gene_1066	0	0	0	386	147	196	231	106	84	63	22	70
gene_1067	0	0	0	56	34	57	82	27	45	22	11	34
gene_1068	0	0	0	34	16	35	35	17	14	6	5	14
gene_1069	0	0	0	0	0	0	0	0	0	0	0	0
gene_107	0	0	0	44	35	88	50	37	26	26	11	31
gene_1070	0	0	0	0	2	2	0	0	0	0	0	0
gene_1071	0	0	0	4	5	2	3	2	8	0	2	6
gene_1072	0	0	0	8	1	10	1	2	3	1	0	0
gene_1073	0	0	0	2	1	1	1	0	0	0	0	2
gene_1074	0	0	0	3	5	7	8	7	5	2	0	5
gene_1075	0	0	0	58	32	37	24	16	21	7	4	12
gene_1076	0	0	0	131	67	59	145	122	102	64	33	72
gene_1077	0	0	0	3	2	11	18	7	8	6	0	3
gene_1078	0	0	0	22	15	37	8	12	4	2	0	6
gene_1079	0	0	0	65	35	41	61	22	17	18	13	22
gene_108	0	0	0	26	15	32	21	12	14	9	8	11
gene_1080	0	0	0	16	12	21	36	21	25	18	12	38
gene_1081	0	0	0	2	4	5	0	0	0	0	0	0
gene_1082	0	0	0	7	7	9	4	10	5	0	0	1
gene_1083	0	0	0	1	1	1	1	0	0	0	0	0
gene_1084	0	0	0	41	24	44	27	7	9	4	6	10
gene_1085	0	0	0	19	12	15	13	10	6	7	5	4
gene_1086	0	0	0	10	2	2	8	4	10	1	0	5
gene_1087	0	0	0	1	7	4	1	5	4	2	2	4
gene_1088	0	0	0	46	44	78	19	16	15	12	10	15
gene_1089	0	0	0	7	6	18	9	3	6	1	0	2
gene_109	0	0	0	31	15	23	30	14	11	11	3	20
gene_1090	0	0	0	40	23	44	53	19	12	10	7	9
gene_1091	0	0	0	25	23	41	75	20	26	24	10	28
gene_1092	0	0	0	18	15	19	13	8	12	4	5	10
gene_1093	0	0	0	40	18	33	20	10	8	8	2	4
gene_1094	0	0	0	0	0	0	0	0	0	0	0	0
gene_1095	0	0	0	6	4	7	2	4	2	1	0	2
gene_1096	0	0	0	6	10	12	17	5	6	4	0	4
gene_1097	0	0	0	3	5	5	11	4	0	5	2	3
gene_1098	0	0	0	15	20	23	16	10	9	9	10	9
gene_1099	0	0	0	203	111	259	133	100	86	72	54	94
gene_11	0	0	0	42	19	30	38	13	12	16	5	27
gene_110	0	0	0	5	7	21	11	7	10	5	1	8
gene_1100	0	0	0	49	60	68	42	20	26	18	12	20
gene_1101	0	0	0	142	143	319	200	77	72	53	25	119
gene_1102	0	0	0	1	1	6	1	1	0	0	0	0
gene_1103	0	0	0	61	45	147	29	10	16	7	7	20
gene_1104	0	0	0	5	4	11	9	2	4	1	1	4
gene_1105	0	0	0	16	9	30	7	11	8	7	1	4
gene_1106	0	0	0	25	18	61	40	14	15	27	2	21
gene_1107	0	0	0	10	10	16	9	5	6	5	3	3
gene_1108	0	0	0	10	8	20	20	11	10	14	5	20
gene_1109	0	0	0	55	34	64	76	27	32	15	8	30
gene_111	0	0	0	0	0	0	0	0	0	0	0	0
gene_1110	0	0	0	0	0	0	0	0	2	0	0	2
gene_1111	0	0	0	11	5	21	13	9	16	2	3	3
gene_1112	0	0	0	0	0	1	1	0	0	0	0	0
gene_1113	0	0	0	102	38	78	65	36	32	16	15	27
gene_1114	0	0	0	1	1	1	2	1	3	0	1	0
gene_1115	0	0	0	59	53	139	60	30	32	36	10	61
gene_1116	0	0	0	19	10	15	9	5	4	2	1	3
gene_1117	0	0	0	4	4	8	7	2	4	4	4	3
gene_1118	0	0	0	76	26	23	36	20	13	12	4	21
gene_1119	0	0	0	46	26	52	44	20	17	17	7	32
gene_112	0	0	0	0	0	0	1	0	0	0	0	1
gene_1120	0	0	0	92	67	110	83	48	39	38	8	63
gene_1121	0	0	0	0	0	0	0	0	0	0	0	0
gene_1122	0	0	0	0	0	0	0	0	0	0	0	0
gene_1123	0	0	0	71	26	57	93	43	40	23	19	54
gene_1124	0	0	0	10	6	9	15	6	6	1	3	4
gene_1125	0	0	0	17	7	9	7	4	9	5	3	3
gene_1126	0	0	0	7	8	12	14	11	7	7	6	9
gene_1127	0	0	0	16	10	23	12	13	3	3	3	7
gene_1128	0	0	0	78	40	90	23	15	16	6	14	28
gene_1129	0	0	0	1	0	0	10	0	26	5	2	36
gene_113	0	0	0	2	1	1	4	1	0	0	2	2
gene_1130	0	0	0	2	1	3	12	4	3	6	0	3
gene_1131	0	0	0	369	296	970	556	18	53	48	18	68
gene_1132	0	0	0	24	27	42	16	5	2	2	6	6
gene_1133	0	0	0	0	0	0	0	0	0	0	0	0
gene_1134	0	0	0	10	8	20	1	1	0	2	0	1
gene_1135	0	0	0	17	11	24	26	14	10	8	8	12
gene_1136	0	0	0	34	25	33	27	13	11	4	5	17
gene_1137	0	0	0	4	7	6	11	1	6	0	2	2
gene_1138	0	0	0	11	8	28	10	10	3	1	0	10
gene_1139	0	0	0	2	1	1	2	1	2	2	0	0
gene_114	0	0	0	95	73	89	39	30	27	19	7	29
gene_1140	0	0	0	2	0	4	5	0	5	1	0	2
gene_1141	0	0	0	28	14	9	17	6	8	9	5	10
gene_1142	0	0	0	18	13	16	18	9	6	4	0	8
gene_1143	0	0	0	15	16	18	53	28	14	10	2	15
gene_1144	0	0	0	14	4	3	31	23	13	4	3	16
gene_1145	0	0	0	1	0	0	0	0	0	0	0	0
gene_1146	0	0	0	5	3	0	4	1	6	4	2	2
gene_1147	0	0	0	0	0	0	0	0	0	0	0	0
gene_1148	0	0	0	0	0	0	0	0	0	0	0	0
gene_1149	0	0	0	24	20	31	31	19	6	14	1	6
gene_115	0	0	0	27	11	17	14	7	10	3	2	8
gene_1150	0	0	0	7	5	7	5	5	3	1	0	2
gene_1151	0	0	0	18	13	19	19	4	14	7	1	4
gene_1152	0	0	0	8	3	13	27	7	15	7	1	13
gene_1153	0	0	0	3	4	0	6	2	0	0	0	0
gene_1154	0	0	0	2	6	5	2	3	3	1	1	1
gene_1155	0	0	0	48	25	55	24	10	8	2	4	13
gene_1156	0	0	0	0	0	0	0	0	0	0	0	0
gene_1157	0	0	0	435	333	567	216	56	79	35	15	45
gene_1158	0	0	0	22	10	19	14	16	13	6	4	15
gene_1159	0	0	0	26	26	37	43	34	26	15	13	37
gene_116	0	0	0	0	0	2	0	0	0	0	0	0
gene_1160	0	0	0	111	64	125	90	44	51	24	22	50
gene_1161	0	0	0	28	18	28	9	8	14	4	1	6
gene_1162	0	0	0	18	11	27	13	4	5	0	2	3
gene_1163	0	0	0	23	10	26	21	7	6	11	7	4
gene_1164	0	0	0	15	12	18	9	10	10	7	3	9
gene_1165	0	0	0	772	499	1026	1454	960	909	665	265	1069
gene_1166	0	0	0	3	0	5	3	4	0	2	0	2
gene_1167	0	0	0	6	7	11	13	2	6	5	0	9
gene_1168	0	0	0	4	7	5	7	6	9	4	3	10
gene_1169	0	0	0	29	7	19	34	18	13	15	5	15
gene_117	0	0	0	5	21	7	29	29	20	18	15	19
gene_1170	0	0	0	17	8	14	23	7	11	4	0	12
gene_1171	0	0	0	6	5	9	2	7	5	3	2	7
gene_1172	0	0	0	7	7	4	3	3	4	3	1	3
gene_1173	0	0	0	6	5	3	6	2	0	2	0	0
gene_1174	0	0	0	46	22	50	19	9	6	11	1	12
gene_1175	0	0	0	3	5	5	5	0	0	1	1	2
gene_1176	0	0	0	0	0	1	6	6	0	32	1	2
gene_1177	0	0	0	40	16	38	25	9	8	11	6	14
gene_1178	0	0	0	23	7	31	18	11	16	3	1	7
gene_1179	0	0	0	1	0	3	0	0	2	1	1	2
gene_118	0	0	0	2	5	3	3	1	0	2	2	6
gene_1180	0	0	0	31	21	33	18	12	3	12	1	4
gene_1181	0	0	0	46	25	48	40	24	35	13	8	18
gene_1182	0	0	0	9	5	8	4	1	4	0	1	4
gene_1183	0	0	0	24	15	40	16	13	10	6	4	7
gene_1184	0	0	0	20	11	5	21	9	9	3	1	9
gene_1185	0	0	0	10	2	0	49	32	31	23	11	25
gene_1186	0	0	0	5	4	10	5	5	2	5	1	5
gene_1187	0	0	0	25	24	35	51	45	62	24	14	54
gene_1188	0	0	0	20	5	25	11	10	4	2	2	9
gene_1189	0	0	0	25	12	28	16	16	8	9	3	18
gene_119	0	0	0	19	25	47	11	8	6	5	2	10
gene_1190	0	0	0	11	5	7	14	5	7	5	1	10
gene_1191	0	0	0	22	4	9	16	17	14	14	0	10
gene_1192	0	0	0	0	0	0	0	0	0	0	0	0
gene_1193	0	0	0	11	4	5	2	3	1	2	0	4
gene_1194	0	0	0	27	15	29	26	19	11	13	5	15
gene_1195	0	0	0	0	0	0	0	0	0	2	0	0
gene_1196	0	0	0	28	16	14	18	7	7	10	2	4
gene_1197	0	0	0	70	43	49	60	38	37	30	18	29
gene_1198	0	0	0	50	26	22	50	32	28	16	10	15
gene_1199	0	0	0	0	0	0	0	1	0	0	0	0
gene_12	0	0	0	40	17	28	17	11	19	4	2	8
gene_120	0	0	0	3	0	3	3	0	2	1	0	3
gene_1200	0	0	0	0	0	0	0	0	0	0	0	0
gene_1201	0	0	0	2	3	7	7	1	2	2	0	1
gene_1202	0	0	0	0	0	0	0	1	0	0	0	1
gene_1203	0	0	0	0	0	0	0	0	0	0	0	0
gene_1204	0	0	0	2	4	11	2	1	0	0	0	1
