GeneID	GGABG	GGABH	GGABN	GGABO	GGABP	GGABS	GGABT	GGABU	GGABW	GGABX
gene_3368	0	0	0	10	0	11	6	13	9	14
gene_3369	0	0	0	9	1	3	0	26	5	8
gene_337	0	0	0	0	0	0	0	0	0	0
gene_3370	0	0	0	7	0	0	0	2	2	3
gene_3371	0	0	0	0	0	5	0	0	0	1
gene_3372	0	0	0	5	0	0	3	12	3	1
gene_3373	0	0	0	0	0	0	0	1	0	1
gene_3374	0	0	0	31	0	14	9	31	8	20
gene_3375	0	0	0	17	0	1	2	20	3	9
gene_3376	0	0	0	4	0	0	0	3	1	4
gene_3377	0	0	0	16	2	7	4	61	3	10
gene_3378	0	0	0	0	0	0	0	0	0	1
gene_3379	0	0	0	9	0	0	2	4	1	6
gene_338	0	0	0	4	0	0	0	3	0	1
gene_3380	0	0	0	31	7	5	7	17	9	36
gene_3381	0	0	0	38	0	0	1	1	1	4
gene_3382	0	0	0	0	0	0	0	0	0	0
gene_3383	0	0	0	0	0	1	0	0	1	1
gene_3384	0	0	0	238	7	49	32	162	39	124
gene_3385	0	0	0	12	0	0	0	6	7	5
gene_3386	0	0	0	71	2	3	1	23	7	12
gene_3387	0	0	0	25	0	8	10	56	10	16
gene_3388	0	0	0	54	2	13	7	35	22	34
gene_3389	0	0	0	0	0	0	0	0	0	0
gene_339	0	0	0	27	0	0	0	11	4	6
gene_3390	0	0	0	0	0	0	0	2	0	0
gene_3391	0	0	0	74	9	31	22	135	42	86
gene_3392	0	0	0	0	0	0	0	0	0	0
gene_3393	0	0	0	29	6	2	11	34	13	25
gene_3394	0	0	0	95	7	34	18	150	36	98
gene_3395	0	0	0	0	0	2	1	6	4	0
gene_3396	0	0	0	1	0	0	0	0	0	1
gene_3397	0	0	0	42	0	4	3	23	6	28
gene_3398	0	0	0	0	0	0	2	7	1	1
gene_3399	0	0	0	25	2	27	12	72	18	39
gene_34	0	0	0	16	1	3	1	20	11	5
gene_340	0	0	0	4	0	0	4	24	7	13
gene_3400	0	0	0	11	1	2	2	27	9	6
gene_3401	0	0	0	0	0	1	0	2	1	0
gene_3402	0	0	0	0	0	0	0	0	0	0
gene_3403	0	0	0	81	5	21	12	99	15	55
gene_3404	0	0	0	20	6	17	3	28	7	9
gene_3405	0	0	0	19	1	10	12	40	13	23
gene_3406	0	0	0	16	1	4	2	24	6	13
gene_3407	0	0	0	62	3	16	12	72	24	32
gene_3408	0	0	0	1	0	0	0	0	0	0
gene_3409	0	0	0	10	0	9	1	11	3	15
gene_341	0	0	0	15	0	0	1	10	1	3
gene_3410	0	0	0	1	0	0	0	6	0	3
gene_3411	0	0	0	0	0	0	0	3	0	1
gene_3412	0	0	0	6	0	8	2	3	2	5
gene_3413	0	0	0	15	0	3	0	17	5	9
gene_3414	0	0	0	3	0	0	1	0	0	1
gene_3415	0	0	0	9	0	1	0	10	4	5
gene_3416	0	0	0	11	0	11	7	22	1	13
gene_3417	0	0	0	0	0	3	1	4	3	0
gene_3418	0	0	0	12	2	1	1	5	0	4
gene_3419	0	0	0	0	0	0	0	0	0	0
gene_342	0	0	0	24	0	0	1	21	0	6
gene_3420	0	0	0	23	5	12	1	26	13	11
gene_3421	0	0	0	3	0	0	0	0	1	2
gene_3422	0	0	0	6	0	2	0	6	0	2
gene_3423	0	0	0	2	0	0	0	2	1	1
gene_3424	0	0	0	1	0	0	0	2	0	5
gene_3425	0	0	0	0	0	0	0	5	0	1
gene_3426	0	0	0	0	0	0	0	2	0	1
gene_3427	0	0	0	0	0	0	0	2	2	2
gene_3428	0	0	0	18	1	10	5	42	6	16
gene_3429	0	0	0	48	3	22	7	58	25	54
gene_343	0	0	0	8	0	0	0	13	5	4
gene_3430	0	0	0	27	7	25	28	136	40	69
gene_3431	0	0	0	1	0	0	2	2	1	0
gene_3432	0	0	0	4	0	0	0	1	0	1
gene_3433	0	0	0	0	0	0	0	2	6	1
gene_3434	0	0	0	10	0	0	0	5	1	7
gene_3435	0	0	0	10	0	0	0	18	2	10
gene_3436	0	0	0	0	0	0	0	0	0	0
gene_3437	0	0	0	13	1	2	0	4	0	3
gene_3438	0	0	0	27	1	10	3	17	8	18
gene_3439	0	0	0	12	0	10	7	18	7	9
gene_344	0	0	0	35	2	4	3	33	13	24
gene_3440	0	0	0	2	0	2	3	9	2	9
gene_3441	0	0	0	31	1	6	5	61	20	31
gene_3442	0	0	0	9	0	4	0	3	1	4
gene_3443	0	0	0	4	0	0	0	1	0	0
gene_3444	0	0	0	3	0	0	0	8	0	5
gene_3445	0	0	0	18	0	2	2	15	3	4
gene_3446	0	0	0	5	0	2	2	4	0	2
gene_3447	0	0	0	10	0	0	3	10	2	4
gene_3448	0	0	0	17	1	6	4	39	12	31
gene_3449	0	0	0	0	0	0	0	3	0	0
gene_345	0	0	0	7	1	9	1	25	3	12
gene_3450	0	0	0	0	0	0	0	0	0	0
gene_3451	0	0	0	13	0	1	2	7	10	13
gene_3452	0	0	0	51	4	18	11	101	12	32
gene_3453	0	0	0	19	0	17	3	39	14	22
gene_3454	0	0	0	15	0	1	5	21	5	17
gene_3455	0	0	0	0	0	0	0	1	0	4
gene_3456	0	0	0	0	0	0	0	0	0	0
gene_3457	0	0	0	0	0	0	0	0	0	0
gene_3458	0	0	0	9	0	1	1	1	4	4
gene_3459	0	0	0	0	0	0	0	1	0	0
gene_346	0	0	0	3	0	0	3	0	0	1
gene_3460	0	0	0	6	0	0	0	1	0	0
gene_3461	0	0	0	1	0	0	0	0	0	0
gene_3462	0	0	0	22	0	2	5	10	7	12
gene_3463	0	0	0	1	0	2	0	3	5	12
gene_3464	0	0	0	21	1	9	7	34	3	25
gene_3465	0	0	0	10	0	4	5	20	12	16
gene_3466	0	0	0	2	0	0	0	6	0	0
gene_3467	0	0	0	6	0	0	1	9	1	3
gene_3468	0	0	0	0	0	0	0	0	0	0
gene_3469	0	0	0	0	0	0	0	0	0	0
gene_347	0	0	0	44	6	15	8	66	26	34
gene_3470	0	0	0	0	0	0	0	0	0	0
gene_3471	0	0	0	0	0	0	0	0	0	0
gene_3472	0	0	0	0	0	0	0	0	0	0
gene_3473	0	0	0	0	0	0	1	1	0	0
gene_3474	0	0	0	11	0	1	0	7	1	6
gene_3475	0	0	0	0	0	0	0	2	0	1
gene_3476	0	0	0	0	0	0	0	0	0	0
gene_3477	0	0	0	3	0	0	1	11	4	14
gene_3478	0	0	0	24	1	2	5	21	3	16
gene_3479	0	0	0	0	0	0	0	0	0	0
gene_348	0	0	0	129	5	40	18	145	34	94
gene_3480	0	0	0	0	0	0	0	0	0	0
gene_3481	0	0	0	38	2	11	15	50	22	49
gene_3482	0	0	0	4	0	0	3	5	3	4
gene_3483	0	0	0	1	1	0	0	6	0	2
gene_3484	0	0	0	0	0	0	0	0	2	3
gene_3485	0	0	0	28	0	3	1	25	15	16
gene_3486	0	0	0	21	0	3	3	31	6	17
gene_3487	0	0	0	70	2	9	12	52	27	36
gene_3488	0	0	0	1	0	0	0	1	0	1
gene_3489	0	0	0	6	0	2	2	5	7	7
gene_349	0	0	0	0	0	0	0	0	0	0
gene_3490	0	0	0	5	0	7	9	16	5	13
gene_3491	0	0	0	1	0	0	0	4	1	0
gene_3492	0	0	0	0	0	0	0	1	0	0
gene_3493	0	0	0	0	0	0	0	0	0	0
gene_3494	0	0	0	0	0	0	0	1	0	0
gene_3495	0	0	0	2	0	0	0	4	0	6
gene_3496	0	0	0	0	0	0	0	2	1	3
gene_3497	0	0	0	1	1	1	0	9	2	2
gene_3498	0	0	0	37	1	5	5	35	4	6
gene_3499	0	0	0	0	0	0	0	0	0	0
gene_35	0	0	0	8	0	0	0	8	1	9
gene_350	0	0	0	0	0	0	0	0	0	0
gene_3500	0	0	0	2	0	0	0	0	0	0
gene_3501	0	0	0	0	0	0	0	0	0	0
gene_3502	0	0	0	4	0	2	0	4	0	4
gene_3503	0	0	0	35	1	8	14	33	9	22
gene_3504	0	0	0	130	2	29	35	199	35	89
gene_3505	0	0	0	4	0	0	0	1	2	2
gene_3506	0	0	0	2	0	1	0	0	4	5
gene_3507	0	0	0	10	3	7	5	14	8	27
gene_3508	0	0	0	283	12	95	63	485	174	349
gene_3509	0	0	0	17	0	0	6	24	4	12
gene_351	0	0	0	0	0	0	0	0	0	0
gene_3510	0	0	0	11	1	12	9	15	4	11
gene_3511	0	0	0	3	5	5	11	33	8	15
gene_3512	0	0	0	14	2	15	6	31	8	31
gene_3513	0	0	0	2	0	0	2	7	3	1
gene_3514	0	0	0	29	0	1	3	13	1	3
gene_3515	0	0	0	62	3	21	17	74	13	54
gene_3516	0	0	0	13	0	0	0	4	0	1
gene_3517	0	0	0	7	0	3	0	2	2	0
gene_3518	0	0	0	0	0	0	0	0	0	0
gene_3519	0	0	0	0	0	0	0	0	0	0
gene_352	0	0	0	59	0	2	10	27	7	11
gene_3520	0	0	0	0	0	0	0	1	1	0
gene_3521	0	0	0	23	0	3	5	31	7	16
gene_3522	0	0	0	52	4	11	13	58	24	29
gene_3523	0	0	0	0	0	9	1	17	4	11
gene_3524	0	0	0	117	9	31	17	220	53	159
gene_3525	0	0	0	0	0	0	0	2	1	2
gene_3526	0	0	0	205	15	26	52	150	49	135
gene_3527	0	0	0	4	1	2	2	20	2	6
gene_3528	0	0	0	13	2	4	0	11	2	5
gene_3529	0	0	0	16	0	3	6	28	6	15
gene_353	0	0	0	4	0	1	1	1	0	4
gene_3530	0	0	0	28	1	5	12	53	10	41
gene_3531	0	0	0	0	0	0	0	0	0	0
gene_3532	0	0	0	0	0	0	0	0	0	0
gene_3533	0	0	0	29	1	7	7	39	10	9
gene_3534	0	0	0	15	0	7	7	20	4	16
gene_3535	0	0	0	12	0	3	0	20	3	12
gene_3536	0	0	0	0	2	0	0	3	0	1
gene_3537	0	0	0	35	0	4	5	26	9	20
gene_3538	0	0	0	0	0	0	1	4	1	2
gene_3539	0	0	0	0	0	0	1	2	0	0
gene_354	0	0	0	42	0	3	4	42	15	41
gene_3540	0	0	0	31	3	14	5	54	9	37
gene_3541	0	0	0	4	0	2	1	8	1	3
gene_3542	0	0	0	1	0	0	0	0	0	0
gene_3543	0	0	0	35	1	8	3	42	10	21
gene_3544	0	0	0	12	1	7	10	10	6	4
gene_3545	0	0	0	46	1	4	2	22	4	19
gene_3546	0	0	0	19	2	3	4	21	5	12
gene_3547	0	0	0	12	0	0	0	14	2	8
gene_3548	0	0	0	15	0	9	2	40	10	26
gene_3549	0	0	0	0	0	4	0	0	0	2
gene_355	0	0	0	30	4	19	7	36	9	37
gene_3550	0	0	0	223	9	24	22	174	47	82
gene_3551	0	0	0	45	0	2	3	17	5	17
gene_3552	0	0	0	0	0	0	0	2	0	1
gene_3553	0	0	0	0	0	0	0	2	0	1
gene_3554	0	0	0	6	0	0	3	4	2	4
gene_3555	0	0	0	9	0	4	3	19	5	16
gene_3556	0	0	0	0	0	0	0	0	0	0
gene_3557	0	0	0	12	1	2	2	7	5	4
gene_3558	0	0	0	49	0	2	6	34	5	32
gene_3559	0	0	0	1	0	1	0	0	0	2
gene_356	0	0	0	48	9	43	16	117	32	63
gene_3560	0	0	0	20	0	6	1	12	5	11
gene_3561	0	0	0	0	0	0	0	0	0	0
gene_3562	0	0	0	0	3	6	0	3	5	5
gene_3563	0	0	0	2	0	0	0	3	1	0
gene_3564	0	0	0	0	0	0	0	0	0	0
gene_3565	0	0	0	2	0	1	1	1	1	2
gene_3566	0	0	0	0	0	0	0	0	0	0
gene_3567	0	0	0	80	3	17	18	65	33	85
gene_3568	0	0	0	1	0	0	0	0	0	0
gene_3569	0	0	0	0	0	0	0	0	0	0
gene_357	0	0	0	194	9	124	80	367	102	323
gene_3570	0	0	0	0	0	0	0	0	0	0
gene_3571	0	0	0	0	0	0	0	0	0	0
gene_3572	0	0	0	19	2	7	6	50	8	15
gene_3573	0	0	0	5	0	0	0	2	1	4
gene_3574	0	0	0	21	0	1	1	7	1	5
gene_3575	0	0	0	0	0	0	0	0	0	0
gene_3576	0	0	0	0	2	3	0	11	1	8
gene_3577	0	0	0	9	2	0	1	4	1	3
gene_3578	0	0	0	30	1	17	5	18	8	23
gene_3579	0	0	0	89	5	37	24	304	75	121
gene_358	0	0	0	10	1	2	6	42	8	13
gene_3580	0	0	0	20	1	6	2	12	0	5
gene_3581	0	0	0	0	0	0	0	0	0	0
gene_3582	0	0	0	0	0	0	0	0	0	0
gene_3583	0	0	0	3	0	0	0	1	0	0
gene_3584	0	0	0	21	1	3	5	45	9	18
gene_3585	0	0	0	49	4	28	17	84	34	37
gene_3586	0	0	0	2	0	3	0	5	0	1
gene_3587	0	0	0	16	1	2	3	18	2	9
gene_3588	0	0	0	16	0	6	0	23	7	11
gene_3589	0	0	0	6	0	10	6	16	16	12
gene_359	0	0	0	41	0	0	2	19	3	12
gene_3590	0	0	0	0	0	0	0	1	0	0
gene_3591	0	0	0	8	1	0	0	7	0	0
gene_3592	0	0	0	182	7	47	33	153	49	110
gene_3593	0	0	0	3	0	4	2	5	0	2
gene_3594	0	0	0	0	0	0	0	0	0	0
gene_3595	0	0	0	3	0	0	5	5	3	0
gene_3596	0	0	0	3	0	3	4	12	2	7
gene_3597	0	0	0	34	1	9	21	41	20	36
gene_3598	0	0	0	1	0	0	0	5	0	1
gene_3599	0	0	0	0	0	0	0	1	0	0
gene_36	0	0	0	26	0	7	7	14	8	5
gene_360	0	0	0	12	0	7	6	19	9	13
gene_3600	0	0	0	1	0	0	0	0	2	0
gene_3601	0	0	0	9	0	6	1	25	7	24
gene_3602	0	0	0	0	0	0	0	0	0	0
gene_3603	0	0	0	22	1	5	4	17	8	6
gene_3604	0	0	0	38	1	8	0	59	13	18
gene_3605	0	0	0	5	1	0	1	11	0	1
gene_3606	0	0	0	6	1	0	2	4	6	9
gene_3607	0	0	0	0	1	0	0	0	0	1
gene_3608	0	0	0	3	0	0	0	1	0	0
gene_3609	0	0	0	0	0	0	0	0	0	0
gene_361	0	0	0	20	5	1	5	70	20	23
gene_3610	0	0	0	0	0	0	0	0	0	0
gene_3611	0	0	0	0	0	0	0	0	0	0
gene_3612	0	0	0	7	0	0	0	2	1	2
gene_3613	0	0	0	0	0	0	0	0	0	0
gene_3614	0	0	0	1	0	0	0	0	0	0
gene_3615	1	0	0	5	0	0	0	1	1	4
gene_3616	0	0	0	4	0	0	1	1	1	1
gene_3617	0	0	0	1	0	0	0	1	0	3
gene_3618	0	0	0	0	0	0	0	1	0	1
gene_3619	0	0	0	0	0	0	0	1	0	0
gene_362	0	0	0	7	0	4	8	21	12	23
gene_3620	0	0	0	6	0	6	1	12	3	2
gene_3621	0	0	0	0	0	0	0	0	0	0
gene_3622	0	0	0	10	1	0	1	22	2	13
gene_3623	0	0	0	23	2	2	2	39	15	13
gene_3624	0	0	0	9	0	15	0	18	6	11
gene_3625	0	0	0	41	1	5	2	15	13	14
gene_3626	0	0	0	0	0	0	0	0	0	1
gene_3627	0	0	0	0	0	0	0	0	0	0
gene_3628	0	0	0	0	0	0	0	0	0	0
gene_3629	0	0	0	0	0	0	0	0	0	0
gene_363	0	0	0	52	5	19	14	88	22	36
gene_3630	0	0	0	46	4	15	2	45	32	43
gene_3631	0	0	0	10	0	7	0	17	3	9
gene_3632	0	0	0	0	0	0	0	1	0	0
gene_3633	0	0	0	0	0	0	0	0	0	0
gene_3634	0	0	0	0	0	0	0	0	0	0
gene_3635	0	0	0	12	1	4	7	22	2	12
gene_3636	0	0	0	9	0	0	0	5	3	5
gene_3637	0	0	0	0	0	0	0	1	2	1
gene_3638	0	0	0	13	0	0	4	16	2	7
gene_3639	0	0	0	175	10	42	38	175	46	122
gene_364	0	0	0	22	0	6	5	26	5	17
gene_3640	0	0	0	73	6	38	23	152	33	69
gene_3641	0	0	0	3	0	1	0	5	0	1
gene_3642	0	0	0	6	2	0	3	17	3	3
gene_3643	0	0	0	16	0	6	1	16	12	8
gene_3644	0	0	0	42	0	5	1	32	11	26
gene_3645	0	0	0	6	3	5	2	9	6	8
gene_3646	0	0	0	17	0	9	3	24	2	7
gene_3647	0	0	0	67	2	15	13	63	17	46
gene_3648	0	0	0	438	3	4	15	37	14	26
gene_3649	0	0	0	41	0	0	0	7	0	2
gene_365	0	0	0	10	0	2	2	14	5	10
gene_3650	0	0	0	28	1	3	7	25	7	16
gene_3651	0	0	0	0	0	0	0	0	0	0
gene_3652	0	0	0	0	0	0	0	0	0	0
gene_3653	0	0	0	14	2	9	3	28	7	16
gene_3654	0	0	0	2	2	0	0	4	2	1
gene_3655	0	0	0	59	5	13	15	56	14	66
gene_3656	0	0	0	6	0	0	0	3	2	5
gene_3657	0	0	0	278	11	64	82	146	57	151
gene_3658	0	0	0	0	0	0	0	0	0	0
gene_3659	0	0	0	14	2	0	1	6	2	4
gene_366	0	0	0	44	1	16	13	42	9	30
gene_3660	0	0	0	0	0	0	0	0	0	1
gene_3661	0	0	0	1	0	3	3	3	1	3
gene_3662	0	0	0	16	0	1	0	16	6	10
gene_3663	0	0	0	6	0	0	6	5	4	7
gene_3664	0	0	0	8	0	3	4	3	3	6
gene_3665	0	0	0	0	0	0	0	5	0	1
gene_3666	0	0	0	39	9	14	14	69	21	49
gene_3667	0	0	0	5	0	0	0	0	0	2
gene_3668	0	0	0	20	1	5	0	3	0	7
gene_3669	0	0	0	261	3	72	40	276	82	298
gene_367	0	0	0	1	0	0	0	0	2	1
gene_3670	0	0	0	24	2	14	13	39	17	35
gene_3671	0	0	0	3	0	3	0	2	1	1
gene_3672	0	0	0	13	1	0	1	15	0	2
gene_3673	0	0	0	0	0	0	0	0	0	0
gene_3674	0	0	0	4	0	0	0	3	0	1
gene_3675	0	0	0	3	0	0	2	3	0	3
gene_3676	0	0	0	32	1	7	3	21	0	18
gene_3677	0	0	0	3	0	0	0	2	0	3
gene_3678	0	0	0	22	2	13	12	91	27	47
gene_3679	0	0	0	1	0	0	0	0	0	1
gene_368	0	0	0	18	0	5	4	14	3	8
gene_3680	0	0	0	1	0	0	0	0	0	1
gene_3681	0	0	0	0	4	0	0	3	3	5
gene_3682	0	0	0	0	0	0	0	0	0	0
gene_3683	0	0	0	11	0	3	3	78	12	27
gene_3684	0	0	0	4	0	0	1	19	4	5
gene_3685	0	0	0	2	2	17	3	27	8	12
gene_3686	0	0	0	70	1	30	8	75	17	57
gene_3687	0	0	0	31	0	4	8	24	18	26
gene_3688	0	0	0	4	0	5	7	27	6	5
gene_3689	0	0	0	5	1	0	1	4	2	1
gene_369	0	0	0	39	6	13	10	46	11	23
gene_3690	0	0	0	35	3	4	2	5	10	3
gene_3691	0	0	0	5	0	0	0	0	0	0
gene_3692	0	0	0	0	0	0	0	0	2	0
gene_3693	0	0	0	19	3	12	10	51	5	33
gene_3694	0	0	0	26	3	4	16	45	12	36
gene_3695	0	0	0	4	0	0	3	1	1	3
gene_3696	0	0	0	23	0	2	0	22	3	7
gene_3697	0	0	0	0	1	0	0	0	0	0
gene_3698	0	0	0	122	5	25	7	91	27	49
gene_3699	0	0	0	4	0	3	1	3	1	1
gene_37	0	0	0	0	0	0	0	1	0	0
gene_370	0	0	0	55	1	14	11	42	22	25
gene_3700	0	0	0	5	1	2	0	5	6	4
gene_3701	0	0	0	6	0	6	0	9	1	4
gene_3702	0	0	0	41	20	71	46	619	144	363
gene_3703	0	0	0	0	0	0	0	22	12	20
gene_3704	0	0	0	3	0	2	0	5	1	3
gene_3705	0	0	0	28	0	3	3	19	8	15
gene_3706	0	0	0	11	2	2	1	15	5	13
gene_3707	0	0	0	2	0	0	0	6	0	1
gene_3708	0	0	0	7	0	4	7	3	2	4
gene_3709	0	0	0	0	0	0	0	1	0	0
gene_371	0	0	0	50	7	24	10	84	53	83
gene_3710	0	0	0	13	1	12	8	48	5	25
gene_3711	0	0	0	17	0	5	0	19	5	4
gene_3712	0	0	0	12	0	0	0	12	4	5
gene_3713	0	0	0	0	0	0	0	0	0	1
gene_3714	0	0	0	19	0	3	2	34	15	19
gene_3715	0	0	0	0	0	0	0	0	0	0
gene_3716	0	0	0	7	0	0	0	2	0	1
gene_3717	0	0	0	51	1	6	2	43	11	22
gene_3718	0	0	0	2	2	0	0	2	1	1
gene_3719	0	0	0	20	0	6	6	27	5	14
gene_372	0	0	0	19	1	13	1	32	3	12
gene_3720	0	0	0	25	0	0	5	24	3	10
gene_3721	0	0	0	8	0	1	2	20	6	10
gene_3722	0	0	0	4	0	0	0	8	4	2
gene_3723	0	0	0	17	1	0	1	8	2	12
gene_3724	0	0	0	1	0	0	0	0	0	0
gene_3725	0	0	0	2	0	1	0	0	0	0
gene_3726	0	0	0	4	0	5	1	8	0	5
gene_3727	0	0	0	137	11	32	28	170	60	170
gene_3728	0	0	0	1	0	7	1	1	0	0
gene_3729	0	0	0	0	2	0	0	0	0	2
gene_373	0	0	0	1	0	0	0	0	0	0
gene_3730	0	0	0	1	0	0	0	0	0	2
gene_3731	0	0	0	2	0	2	0	3	0	2
gene_3732	0	0	0	3	0	0	1	2	0	4
gene_3733	0	0	0	5	0	0	2	3	1	2
gene_3734	0	0	0	8	0	0	0	14	1	3
gene_3735	0	0	0	22	1	9	3	19	9	19
gene_3736	0	0	0	41	0	4	4	41	8	36
gene_3737	0	0	0	31	1	13	19	54	26	47
gene_3738	0	0	0	80	6	21	48	312	77	237
gene_3739	0	0	0	17	2	0	4	34	5	26
gene_374	0	0	0	56	0	2	4	38	19	31
gene_3740	0	0	0	0	0	0	0	7	0	2
gene_3741	0	0	0	1	0	0	0	0	1	1
gene_3742	0	0	0	0	0	0	0	0	0	0
gene_3743	0	0	0	1	1	3	4	5	2	6
gene_3744	0	0	0	6	0	5	4	15	1	7
gene_3745	0	0	0	0	0	0	0	0	0	0
gene_3746	0	0	0	7	0	1	2	17	3	6
gene_3747	0	0	0	1	0	0	2	26	4	3
gene_3748	0	0	0	0	0	0	0	1	0	0
gene_3749	0	0	0	0	1	0	0	3	0	0
gene_375	0	0	0	57	12	40	25	158	37	62
gene_3750	0	0	0	0	0	0	0	0	0	1
gene_3751	0	0	0	11	1	0	1	13	2	8
gene_3752	0	0	0	1	0	1	3	4	0	2
gene_3753	0	0	0	5	1	1	0	6	0	4
gene_3754	0	0	0	0	0	0	0	0	0	0
gene_3755	0	0	0	0	0	0	0	0	0	0
gene_3756	0	0	0	4	0	4	1	5	0	6
gene_3757	0	0	0	0	0	0	0	0	0	0
gene_3758	0	0	0	2	1	0	3	4	0	7
gene_3759	0	0	0	3	0	0	0	0	0	3
gene_376	0	0	0	25	1	7	8	40	9	18
gene_3760	0	0	0	0	0	0	0	5	3	2
gene_3761	0	0	0	41	6	3	7	38	14	24
gene_3762	0	0	0	81	9	38	17	144	35	104
gene_3763	0	0	0	53	5	11	9	46	8	22
gene_3764	0	1	0	190	5	31	49	288	49	183
gene_3765	0	0	0	78	7	16	8	82	19	22
gene_3766	0	0	0	0	0	0	0	5	1	1
gene_3767	0	0	0	0	0	0	0	4	0	0
gene_3768	0	0	0	5	0	0	0	6	2	4
gene_3769	0	0	0	2	0	0	4	4	1	6
gene_377	0	0	0	8	0	1	3	25	11	17
gene_3770	0	0	0	16	0	5	9	13	6	15
gene_3771	0	0	0	15	0	0	2	12	4	10
gene_3772	0	0	0	2	1	0	3	11	4	3
gene_3773	0	0	0	2	0	0	0	7	0	2
gene_3774	0	0	0	0	1	0	0	0	0	1
gene_3775	0	0	0	9	0	0	0	1	0	0
gene_3776	0	0	0	0	0	0	0	0	0	0
gene_3777	0	0	0	0	0	0	0	2	3	0
gene_3778	0	0	0	6	0	0	1	9	1	3
gene_3779	0	0	0	14	2	0	0	16	6	8
gene_378	0	0	0	0	0	0	0	0	0	0
gene_3780	0	0	0	2	0	0	0	0	0	0
gene_3781	0	0	0	23	0	0	1	24	0	4
gene_3782	0	0	0	5	0	4	1	13	0	5
gene_3783	0	0	0	14	0	0	2	8	4	9
gene_3784	0	0	0	24	0	4	15	6	2	12
gene_3785	0	0	0	8	0	3	0	1	3	1
gene_3786	0	0	0	30	2	13	7	44	18	25
gene_3787	0	0	0	6	0	0	2	9	4	1
gene_3788	0	0	0	0	0	0	0	3	1	0
gene_3789	0	0	0	16	0	0	6	12	2	10
gene_379	0	0	0	38	2	25	10	36	12	19
gene_3790	0	0	0	58	1	4	6	41	3	33
gene_3791	0	0	0	0	0	0	0	0	0	0
gene_3792	0	0	0	22	2	13	6	20	14	31
gene_3793	0	0	0	13	0	0	4	10	5	7
gene_3794	0	0	0	8	0	0	2	15	0	8
gene_3795	0	0	0	81	4	8	2	41	8	8
gene_3796	0	0	0	1	0	0	0	0	0	0
gene_3797	0	0	0	138	4	36	21	101	39	88
gene_3798	0	0	0	0	0	0	0	0	0	0
gene_3799	0	0	0	0	1	0	0	5	0	0
gene_38	0	0	0	0	0	0	0	0	0	0
gene_380	0	0	0	9	1	3	0	6	10	17
gene_3800	0	0	0	28	2	10	11	63	22	40
gene_3801	0	0	0	335	16	54	71	277	93	223
gene_3802	0	0	0	7	0	2	3	2	0	0
gene_3803	0	0	0	15	2	1	2	29	5	10
gene_3804	0	0	0	0	0	0	0	0	0	2
gene_3805	0	0	0	32	1	3	1	28	8	28
gene_3806	0	0	0	13	0	2	0	10	0	5
gene_3807	0	0	0	2	2	1	2	21	2	1
gene_3808	0	0	0	74	2	6	12	75	13	57
gene_3809	0	0	0	35	0	25	7	25	10	27
gene_381	0	0	0	17	0	3	0	19	5	11
gene_3810	0	0	0	0	0	0	0	9	0	3
gene_3811	0	0	0	5	0	0	0	1	0	2
gene_3812	0	0	0	4	1	0	0	24	1	2
gene_3813	0	0	0	4	0	0	1	12	1	6
gene_3814	0	0	0	0	0	0	1	1	0	1
gene_3815	0	0	0	6	0	0	2	3	3	3
gene_3816	0	0	0	0	0	0	3	4	0	1
gene_3817	0	0	0	3	0	0	0	0	0	1
gene_3818	0	0	0	1	1	0	2	0	2	3
gene_3819	0	0	0	6	0	1	9	3	0	8
gene_382	0	0	0	29	2	16	9	55	8	32
gene_3820	0	0	0	5	0	1	5	5	1	3
gene_3821	0	0	0	0	0	0	0	3	0	0
gene_3822	0	0	0	7	0	0	2	11	2	0
gene_3823	0	0	0	26	4	5	2	23	4	16
gene_3824	0	0	0	30	8	16	14	49	18	38
gene_3825	0	0	0	4	0	0	5	11	6	9
gene_3826	0	0	0	6	0	0	1	2	0	5
gene_3827	0	0	0	1	0	3	0	0	0	0
gene_3828	0	0	0	5	0	3	1	12	1	4
gene_3829	0	0	0	6	0	2	3	10	0	2
gene_383	0	0	0	27	1	7	10	37	8	13
gene_3830	0	0	0	0	0	0	0	0	0	0
gene_3831	0	0	0	18	1	3	6	24	3	18
gene_3832	0	0	0	35	0	3	0	37	6	24
gene_3833	0	0	0	1	0	5	0	13	5	2
gene_3834	0	0	0	1	0	7	3	7	1	5
gene_3835	0	0	0	25	0	1	4	29	4	9
gene_3836	0	0	0	13	0	0	1	4	0	5
gene_3837	0	0	0	10	0	0	1	5	2	4
gene_3838	0	0	0	0	0	0	0	0	0	0
gene_3839	0	0	0	4	2	0	3	3	1	1
gene_384	0	0	0	10	0	6	0	8	1	3
gene_3840	0	0	0	19	5	11	6	37	6	22
gene_3841	0	0	0	2	0	0	0	7	1	2
gene_3842	0	0	0	26	2	15	3	29	6	20
gene_3843	0	0	0	8	0	0	6	14	1	10
gene_3844	0	0	0	1	2	0	0	24	6	17
gene_3845	0	0	0	0	0	0	0	0	0	0
gene_3846	0	0	0	1	0	0	0	1	1	1
gene_3847	0	0	0	9	0	1	2	9	8	5
gene_3848	0	0	0	6	0	8	3	12	6	13
gene_3849	0	0	0	7	0	8	3	11	0	15
gene_385	0	0	0	2	0	0	0	1	0	0
gene_3850	0	0	0	23	0	6	13	23	3	18
gene_3851	0	0	0	6	0	3	4	6	1	2
